Symbol,Theme,source,confidence,sector_mode,industry_mode,debug_theme,locked,rank_move_corr,rank_resid,rank_obs,needs_review,review_reasons,review_priority,ff_mcap_med
ISGEC,Industrial Machinery - Capital Goods,industry_mode|granular_split,0.92,Industrials,Industrial Machinery,,False,0.3980637381065589,0.1275,50,False,,8.0,2084.44
KIRLOSBROS,Industrial Machinery - Capital Goods,industry_mode|granular_split,0.92,Industrials,Industrial Machinery,,False,0.2978378090235496,0.1275,50,False,,8.0,4234.8
KIRLPNU,Industrial Machinery - Capital Goods,industry_mode|granular_split,0.92,Industrials,Industrial Machinery,,False,0.1708581796324227,0.205,50,False,,8.0,4534.39
KSB,Industrial Machinery - Capital Goods,industry_mode|granular_split,0.92,Industrials,Industrial Machinery,,False,0.3301297188934168,0.14,50,False,,8.0,3723.11
3MINDIA,Industrial Machinery - Process / Precision,industry_mode|granular_split,0.92,Industrials,Industrial Machinery,,False,-0.0414512183394244,0.1575,50,True,rank_divergence_flag,16.0,9672.19
AZAD,Industrial Machinery - Process / Precision,industry_mode|granular_split,0.78,Industrials,Industrial Machinery,,False,0.041804938399091,0.195,30,False,,22.0,4202.57
GMMPFAUDLR,Industrial Machinery - Process / Precision,industry_mode|granular_split,0.92,Industrials,Industrial Machinery,,False,-0.3669827220009574,0.34,50,True,rank_divergence_flag;rank_residual_flag,22.0,3277.89
PRAJIND,Industrial Machinery - Process / Precision,industry_mode|granular_split,0.86,Industrials,Industrial Machinery,,False,0.3755041460517149,0.24,50,True,rank_residual_flag,20.0,3583.47
WENDT,Industrial Machinery - Process / Precision,industry_mode|granular_split,0.92,Industrials,Industrial Machinery,,False,0.415796911961368,0.17,42,False,,8.0,856.99
BHARATFORG,Industrial Products - Large Cap,industry_mode,0.92,Consumer Cyclical,Other Industrial Products,,False,0.639524503587859,0.105,50,False,,8.0,38520.88
PTCIL,Industrial Products - Large Cap,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.159516883398785,0.31,47,True,rank_residual_flag,14.0,10891.91
SOLARINDS,Industrial Products - Large Cap,industry_mode,0.92,Basic Materials,Other Industrial Products,,False,0.2352763225929505,0.235,50,True,rank_residual_flag,14.0,32757.57
TIMKEN,Industrial Products - Large Cap,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.5088861599867377,0.125,50,False,,8.0,10821.66
CARBORUNIV,Industrial Products - Mid Cap,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.2294062590042269,0.11,50,False,,8.0,9174.65
GRINDWELL,Industrial Products - Mid Cap,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.2595855944069287,0.19,50,False,,8.0,7176.09
JINDALSAW,Industrial Products - Mid Cap,industry_mode,0.92,Basic Materials,Other Industrial Products,,False,0.2407625450545188,0.21,46,False,,8.0,4131.87
HAPPYFORGE,Industrial Products - Small Cap,industry_mode,0.78,Industrials,Other Industrial Products,,False,0.3268407558129725,0.055,30,False,,22.0,2154.3
INOXINDIA,Industrial Products - Small Cap,industry_mode,0.78,Industrials,Other Industrial Products,,False,0.3856678385625003,0.125,30,False,,22.0,2531.04
KENNAMET,Industrial Products - Small Cap,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.2808934107092221,0.145,48,False,,8.0,1074.13
MMFL,Industrial Products - Small Cap,industry_mode,0.92,Industrials,Other Industrial Products,,False,0.2852831136237551,0.22,50,False,,8.0,863.09
CONCOR,Industrials - Diversified - Large Cap,industry_mode|tiny_to_sector,0.65,Industrials,Warehousing and Logistics,,False,-0.1438212289241751,0.205,50,True,low_fundamental_confidence;rank_divergence_flag,43.0,17288.29
GODREJIND,Industrials - Diversified - Large Cap,industry_mode|tiny_to_sector,0.65,Industrials,Diversified,,False,0.5033303459356824,0.165,50,True,low_fundamental_confidence,35.0,8339.94
GRSE,Industrials - Diversified - Large Cap,industry_mode|tiny_to_sector,0.65,Industrials,Shipping,,False,0.0544140082964642,0.2275,46,True,low_fundamental_confidence;rank_residual_flag,41.0,8081.0
JSWINFRA,Industrials - Diversified - Large Cap,industry_mode|tiny_to_sector,0.65,Industrials,Marine Port & Services,,False,0.0688073618764386,0.165,32,True,low_fundamental_confidence,35.0,8893.6
DOMS,Industrials - Diversified - Mid Cap,industry_mode|tiny_to_sector,0.65,Industrials,Commodity Printing/Stationery,,False,0.3031063912791042,0.255,30,True,low_fundamental_confidence;rank_residual_flag,41.0,4273.83
ENGINERSIN,Industrials - Diversified - Mid Cap,industry_mode|tiny_to_sector,0.65,Industrials,Consulting Services,,False,0.1224735764016559,0.13,50,True,low_fundamental_confidence,35.0,4717.98
GPPL,Industrials - Diversified - Mid Cap,industry_mode|tiny_to_sector,0.65,Industrials,Marine Port & Services,,False,0.3127478439766536,0.22,50,True,low_fundamental_confidence,35.0,4521.13
FLAIR,Industrials - Diversified - Small Cap,industry_mode|tiny_to_sector,0.65,Industrials,Commodity Printing/Stationery,,False,0.6547849121393874,0.2,29,True,low_fundamental_confidence,35.0,679.19
SIS,Industrials - Diversified - Small Cap,industry_mode|tiny_to_sector,0.65,Industrials,Misc. Commercial Services,,False,0.2131312853621752,0.1775,50,True,low_fundamental_confidence,35.0,1330.9
TCI,Industrials - Diversified - Small Cap,industry_mode|tiny_to_sector,0.65,Industrials,Surface Transportation,,False,0.1885766158325413,0.115,50,True,low_fundamental_confidence,35.0,2554.69
TEAMLEASE,Industrials - Diversified - Small Cap,industry_mode|tiny_to_sector,0.65,Industrials,Misc. Commercial Services,,False,0.1531581283713404,0.2475,50,True,low_fundamental_confidence;rank_residual_flag,41.0,1598.3
BAJAJFINSV,Insurance,theme_park_manual,0.94,Financial Services,Holding Companies,Insurance,False,0.6857478923879093,0.055,50,False,,6.0,128524.77
HDFCLIFE,Insurance,theme_park_manual,0.94,Financial Services,Life Insurance,Insurance,False,0.8483866251313513,0.0525,50,False,,6.0,78507.02
ICICIGI,Insurance,theme_park_manual,0.94,Financial Services,General Insurance,Insurance,False,0.6173666771411134,0.09,50,False,,6.0,44010.34
ICICIPRULI,Insurance,theme_park_manual,0.94,Financial Services,Life Insurance,Insurance,False,0.7330959851064538,0.155,50,False,,6.0,25020.89
MFSL,Insurance,theme_park_manual,0.94,Financial Services,Life Insurance,Insurance,False,0.5638762564030861,0.1125,50,False,,6.0,54950.02
SBILIFE,Insurance,theme_park_manual,0.94,Financial Services,Life Insurance,Insurance,False,0.8116707150731501,0.045,50,False,,6.0,89525.76
BLUESTONE,Jewellery,theme_park_manual,0.94,,,Jewellery,False,,,0,False,,6.0,5565.28
PNGJL,Jewellery,theme_park_manual,0.94,,,Jewellery,False,0.0794188583131353,0.145,17,False,,6.0,1263.85
CRAMC,LO-Capital Markets & Wealth Platforms,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1243.2
DAMCAPITAL,LO-Capital Markets & Wealth Platforms,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,0.3542582367659666,0.35,11,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,749.0
GROWW,LO-Capital Markets & Wealth Platforms,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,78892.65
ICICIAMC,LO-Capital Markets & Wealth Platforms,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,18237.87
IIFLCAPS,LO-Capital Markets & Wealth Platforms,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,0.3732277599335351,0.05,21,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,7111.99
JSWHL,LO-Capital Markets & Wealth Platforms,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,-0.033094253475104,0.225,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_divergence_flag;rank_residual_flag;lo_theme_needs_validation,89.0,6653.88
PINELABS,LO-Capital Markets & Wealth Platforms,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,26169.99
CPPLUS,LO-Consumer Durables & Home Upgrades,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,3753.45
EPACK,LO-Consumer Durables & Home Upgrades,legacy_fallback|first_principles_lo,0.58,,,,False,0.4247417639126571,0.3375,20,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,1151.54
EUREKAFORB,LO-Consumer Durables & Home Upgrades,legacy_fallback|first_principles_lo,0.58,,,,False,0.6161666221924519,0.225,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,3948.05
KRN,LO-Consumer Durables & Home Upgrades,legacy_fallback|first_principles_lo,0.58,,,,False,0.347297044988098,0.23,16,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,1157.85
LGEINDIA,LO-Consumer Durables & Home Upgrades,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,14894.22
MBEL,LO-Consumer Durables & Home Upgrades,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,536.44
OSWALPUMPS,LO-Consumer Durables & Home Upgrades,legacy_fallback|first_principles_lo,0.58,,,,False,,,3,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1097.99
SHAKTIPUMP,LO-Consumer Durables & Home Upgrades,legacy_fallback|first_principles_lo,0.58,,,,False,0.6339012216651186,0.165,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,3801.44
WAKEFIT,LO-Consumer Durables & Home Upgrades,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,3727.67
AMAGI,LO-Digital Platforms & Internet Commerce,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,6755.1
CAPILLARY,LO-Digital Platforms & Internet Commerce,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,2370.48
CRIZAC,LO-Digital Platforms & Internet Commerce,legacy_fallback|first_principles_lo,0.58,,,,False,,,1,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,881.05
FIRSTCRY,LO-Digital Platforms & Internet Commerce,legacy_fallback|first_principles_lo,0.58,,,,False,0.3965502800303949,0.235,18,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,14430.86
MEESHO,LO-Digital Platforms & Internet Commerce,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,65396.24
PACEDIGITK,LO-Digital Platforms & Internet Commerce,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1127.21
PFOCUS,LO-Digital Platforms & Internet Commerce,legacy_fallback|first_principles_lo,0.58,,,,False,0.4854440922208898,0.26,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,6873.8
UNIECOM,LO-Digital Platforms & Internet Commerce,legacy_fallback|first_principles_lo,0.58,,,,False,0.2009450738530331,0.14,18,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,745.81
URBANCO,LO-Digital Platforms & Internet Commerce,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,14496.49
IGIL,LO-Emerging Multi-Sector Platforms,legacy_fallback|first_principles_lo_fallback,0.52,,,,False,-0.1528235293888604,0.18,11,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_divergence_flag;lo_theme_needs_validation,83.0,3150.22
SKFINDUS,LO-Finance Platforms & Lending,legacy_fallback|first_principles_lo_fallback,0.52,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,6422.97
AGARWALEYE,LO-Healthcare Services & MedTech,legacy_fallback|first_principles_lo,0.58,,,,False,0.7844674847034464,0.11,9,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,9286.83
ELLEN,LO-Healthcare Services & MedTech,legacy_fallback|first_principles_lo,0.58,,,,False,,,2,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,874.64
LAXMIDENTL,LO-Healthcare Services & MedTech,legacy_fallback|first_principles_lo,0.58,,,,False,-0.4232688917659738,0.305,10,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_divergence_flag;rank_residual_flag;lo_theme_needs_validation,89.0,604.96
LOTUSDEV,LO-Healthcare Services & MedTech,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1327.76
NEPHROPLUS,LO-Healthcare Services & MedTech,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1911.89
BAJAJHFL,LO-Housing & Retail Credit,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,0.2265601168570844,0.24,17,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,10068.07
HDBFS,LO-Housing & Retail Credit,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,,,2,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,15176.2
NORTHARC,LO-Housing & Retail Credit,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,0.1857924349755297,0.24,17,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,4398.89
PWL,LO-Housing & Retail Credit,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,9451.18
TATACAP,LO-Housing & Retail Credit,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,21196.76
FOSECOIND,LO-Industrial Products & Engineering,legacy_fallback|first_principles_lo,0.58,,,,False,0.2423363404865506,0.125,21,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1221.11
HEXT,LO-Industrial Products & Engineering,legacy_fallback|first_principles_lo,0.58,,,,False,0.4501303798163293,0.12,9,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,10941.9
IKS,LO-Industrial Products & Engineering,legacy_fallback|first_principles_lo,0.58,,,,False,0.4705035892779266,0.38,11,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,9667.65
INDGN,LO-Industrial Products & Engineering,legacy_fallback|first_principles_lo,0.58,,,,False,0.7975638502374379,0.03,20,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,11597.65
SOTL,LO-Industrial Products & Engineering,legacy_fallback|first_principles_lo,0.58,,,,False,0.5085953026446066,0.09,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,743.7
CANHLIFE,LO-Insurance & Protection,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,5316.43
NIVABUPA,LO-Insurance & Protection,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,0.7941563586914656,0.035,14,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,6504.37
JSWCEMENT,LO-Materials & Resource Transition,legacy_fallback|first_principles_lo_fallback,0.52,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,4312.56
MUTHOOTMF,LO-Microfinance & Emerging Credit,legacy_fallback|first_principles_lo|lo_finance_split,0.58,,,,False,0.5399229384323643,0.165,21,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1352.67
ASHAPURMIN,"LO-Mining, Metals & Circular Materials",legacy_fallback|first_principles_lo,0.58,,,,False,0.3253252193641082,0.12,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,3258.95
BHARATCOAL,"LO-Mining, Metals & Circular Materials",legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1856.86
GALLANTT,"LO-Mining, Metals & Circular Materials",legacy_fallback|first_principles_lo,0.58,,,,False,0.3768240867853417,0.06,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,3787.5
JAINREC,"LO-Mining, Metals & Circular Materials",legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,3746.21
MIDWESTLTD,"LO-Mining, Metals & Circular Materials",legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1094.3
BLACKBUCK,LO-Mobility Components & Commercial Platforms,legacy_fallback|first_principles_lo,0.58,,,,False,0.5756458914997671,0.35,13,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,7632.28
CARRARO,LO-Mobility Components & Commercial Platforms,legacy_fallback|first_principles_lo,0.58,,,,False,0.3918383340372804,0.38,11,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,931.04
DYNAMATECH,LO-Mobility Components & Commercial Platforms,legacy_fallback|first_principles_lo,0.58,,,,False,0.2793968892388744,0.15,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,3474.7
SHARDAMOTR,LO-Mobility Components & Commercial Platforms,legacy_fallback|first_principles_lo,0.58,,,,False,0.575149995694652,0.05,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1746.18
STUDDS,LO-Mobility Components & Commercial Platforms,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,756.99
SUNDRMFAST,LO-Mobility Components & Commercial Platforms,legacy_fallback|first_principles_lo,0.58,,,,False,0.4766770680539379,0.19,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,10621.97
TMCV,LO-Mobility Components & Commercial Platforms,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,96978.76
TMPV,LO-Mobility Components & Commercial Platforms,legacy_fallback|first_principles_lo,0.58,,,,False,,,7,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,74029.64
KRBL,LO-Packaged Foods & Consumer Staples,legacy_fallback|first_principles_lo,0.58,,,,False,0.4223810344129857,0.16,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,3118.23
ORKLAINDIA,LO-Packaged Foods & Consumer Staples,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,2013.91
VINCOFE,LO-Packaged Foods & Consumer Staples,legacy_fallback|first_principles_lo,0.58,,,,False,0.4604207723870701,0.07,21,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1385.96
AKUMS,LO-Pharma & Life Sciences (Emerging),legacy_fallback|first_principles_lo,0.58,,,,False,0.4560211195815338,0.27,19,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,1714.34
ALIVUS,LO-Pharma & Life Sciences (Emerging),legacy_fallback|first_principles_lo,0.58,,,,False,0.4600825774646078,0.1475,20,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,2945.25
COHANCE,LO-Pharma & Life Sciences (Emerging),legacy_fallback|first_principles_lo,0.58,,,,False,0.5767206340856613,0.23,13,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,6219.96
CORONA,LO-Pharma & Life Sciences (Emerging),legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,2797.74
EMCURE,LO-Pharma & Life Sciences (Emerging),legacy_fallback|first_principles_lo,0.58,,,,False,0.7545359989176931,0.1275,20,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,6140.78
RUBICON,LO-Pharma & Life Sciences (Emerging),legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,4506.02
SANOFICONR,LO-Pharma & Life Sciences (Emerging),legacy_fallback|first_principles_lo,0.58,,,,False,0.8940439780971349,0.01,17,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,2811.99
SMSPHARMA,LO-Pharma & Life Sciences (Emerging),legacy_fallback|first_principles_lo,0.58,,,,False,-0.0023039298405729,0.21,21,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_divergence_flag;lo_theme_needs_validation,83.0,946.57
SUDEEPPHRM,LO-Pharma & Life Sciences (Emerging),legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1641.08
ZOTA,LO-Pharma & Life Sciences (Emerging),legacy_fallback|first_principles_lo,0.58,,,,False,0.3029577560991288,0.1,21,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,2107.99
MARATHON,LO-Real Estate & Urban Redevelopment,legacy_fallback|first_principles_lo,0.58,,,,False,0.9460182758528388,0.0,21,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1556.75
RAYMONDREL,LO-Real Estate & Urban Redevelopment,legacy_fallback|first_principles_lo,0.58,,,,False,,,2,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1713.62
SURAKSHA,LO-Real Estate & Urban Redevelopment,legacy_fallback|first_principles_lo,0.58,,,,False,0.6216501167752587,0.06,12,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,710.22
SWANCORP,LO-Real Estate & Urban Redevelopment,legacy_fallback|first_principles_lo,0.58,,,,False,0.2125651700656304,0.0,8,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,6077.86
TARC,LO-Real Estate & Urban Redevelopment,legacy_fallback|first_principles_lo,0.58,,,,False,0.435946434810575,0.12,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1572.89
AEGISVOPAK,LO-Specialty Materials & Chemical Chain,legacy_fallback|first_principles_lo,0.58,,,,False,,,3,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,3291.44
CEMPRO,LO-Specialty Materials & Chemical Chain,legacy_fallback|first_principles_lo,0.58,,,,False,0.2715063624422479,0.455,8,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,3582.13
EUROPRATIK,LO-Specialty Materials & Chemical Chain,legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,671.05
KINGFA,LO-Specialty Materials & Chemical Chain,legacy_fallback|first_principles_lo,0.58,,,,False,0.3493654873994247,0.53,21,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,1942.52
PENIND,LO-Specialty Materials & Chemical Chain,legacy_fallback|first_principles_lo,0.58,,,,False,0.4051431197153913,0.06,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1391.03
POCL,LO-Specialty Materials & Chemical Chain,legacy_fallback|first_principles_lo,0.58,,,,False,0.6017262458234961,0.11,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,2209.09
SAMBHV,LO-Specialty Materials & Chemical Chain,legacy_fallback|first_principles_lo,0.58,,,,False,,,2,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1171.45
SANATHAN,LO-Specialty Materials & Chemical Chain,legacy_fallback|first_principles_lo,0.58,,,,False,0.1441165303815716,0.4,11,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag;lo_theme_needs_validation,81.0,797.4
XPROINDIA,LO-Specialty Materials & Chemical Chain,legacy_fallback|first_principles_lo,0.58,,,,False,0.7216747511451278,0.14,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,1320.67
ABLBL,"LO-Textiles, Consumer & Export Manufacturing",legacy_fallback|first_principles_lo,0.58,,,,False,,,3,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,6846.67
AEQUS,"LO-Textiles, Consumer & Export Manufacturing",legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,3717.46
AIIL,"LO-Textiles, Consumer & Export Manufacturing",legacy_fallback|first_principles_lo,0.58,,,,False,0.6018982439958361,0.07,23,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,13461.55
ANTHEM,"LO-Textiles, Consumer & Export Manufacturing",legacy_fallback|first_principles_lo,0.58,,,,False,,,1,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,8493.59
ATLANTAELE,"LO-Textiles, Consumer & Export Manufacturing",legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,739.06
EBGNG,"LO-Textiles, Consumer & Export Manufacturing",legacy_fallback|first_principles_lo,0.58,,,,False,,,1,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,609.64
FILATEX,"LO-Textiles, Consumer & Export Manufacturing",legacy_fallback|first_principles_lo,0.58,,,,False,0.7729169861396736,0.0275,22,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,705.15
KSHINTL,"LO-Textiles, Consumer & Export Manufacturing",legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,596.02
TENNIND,"LO-Textiles, Consumer & Export Manufacturing",legacy_fallback|first_principles_lo,0.58,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation;lo_theme_needs_validation,75.0,5312.29
