Symbol,Theme,source,confidence,sector_mode,industry_mode,debug_theme,locked,rank_move_corr,rank_resid,rank_obs,needs_review,review_reasons,review_priority,ff_mcap_med
CGPOWER,Power Equip,theme_park_manual,0.94,Industrials,Heavy Electrical Equipment,Power Equip,False,0.5064158478992457,0.0,50,False,,6.0,40157.78
POWERINDIA,Power Equip,theme_park_manual,0.94,Technology,Heavy Electrical Equipment,Power Equip,False,0.5364544870724217,0.15,50,False,,6.0,24117.74
BAJEL,Power Equip - Grid & T&D,industry_mode|granular_split,0.68,Utilities,Heavy Electrical Equipment,,False,0.5489354104871214,0.095,23,True,low_fundamental_confidence,32.0,670.5
GVT&D,Power Equip - Grid & T&D,manual_lock|granular_split,0.99,,,Power Equip,True,0.4956630664222039,0.5,22,True,rank_residual_flag,7.0,40461.53
KEC,Power Equip - Grid & T&D,industry_mode|granular_split,0.92,Industrials,Heavy Electrical Equipment,,False,0.3491824140464269,0.08,50,False,,8.0,8860.63
SCHNEIDER,Power Equip - Grid & T&D,industry_mode|granular_split,0.92,Industrials,Heavy Electrical Equipment,,False,0.4456599078400295,0.0875,50,False,,8.0,4141.21
SIEMENS,Power Equip - Grid & T&D,industry_mode|granular_split,0.92,Industrials,Heavy Electrical Equipment,,False,0.5482948245898075,0.0675,50,False,,8.0,27610.91
TARIL,Power Equip - Grid & T&D,manual_lock|granular_split,0.99,,,Power Equip,True,0.2408135281679741,0.345,23,True,rank_residual_flag,7.0,2524.69
TDPOWERSYS,Power Equip - Grid & T&D,industry_mode|granular_split,0.92,Industrials,Heavy Electrical Equipment,,False,0.0015624284440846,0.1575,50,False,,8.0,8341.19
VOLTAMP,Power Equip - Grid & T&D,industry_mode|granular_split,0.92,Industrials,Heavy Electrical Equipment,,False,0.083078858661965,0.1175,50,False,,8.0,5215.97
BHEL,Power Equip - Turbomachinery / Thermal,industry_mode|granular_split,0.92,Industrials,Heavy Electrical Equipment,,False,-0.0213897828489883,0.18,50,True,rank_divergence_flag,16.0,33702.74
KIRLOSENG,Power Equip - Turbomachinery / Thermal,industry_mode|granular_split,0.92,Industrials,Heavy Electrical Equipment,,False,0.328192567214944,0.1525,50,False,,8.0,10049.02
THERMAX,Power Equip - Turbomachinery / Thermal,industry_mode|granular_split,0.92,Industrials,Heavy Electrical Equipment,,False,0.3473619916702216,0.1275,50,False,,8.0,13037.8
TRITURBINE,Power Equip - Turbomachinery / Thermal,industry_mode|granular_split,0.92,Industrials,Heavy Electrical Equipment,,False,0.4144376519162692,0.12,50,False,,8.0,7053.42
JSWENERGY,Power Utilities - Generation & Renewables,industry_mode|granular_split,0.92,Utilities,Electric Utilities,,False,0.3964371211176316,0.15,50,False,,8.0,24848.88
TATAPOWER,Power Utilities - Generation & Renewables,theme_park_manual|granular_split,0.94,Utilities,Electric Utilities,,False,0.6275221402295119,0.025,50,False,,6.0,62206.35
CESC,Power Utilities - Regulated / Transmission,industry_mode|granular_split,0.92,Utilities,Electric Utilities,,False,0.50462521807179,0.0925,50,False,,8.0,9521.29
NHPC,Power Utilities - Regulated / Transmission,industry_mode|granular_split,0.92,Utilities,Electric Utilities,,False,0.5293898852608723,0.08,50,False,,8.0,25617.72
NLCINDIA,Power Utilities - Regulated / Transmission,industry_mode|granular_split,0.92,Utilities,Electric Utilities,,False,0.3691997786243299,0.1075,50,False,,8.0,9976.59
POWERGRID,Power Utilities - Regulated / Transmission,industry_mode|granular_split,0.92,Utilities,Electric Utilities,,False,0.5637372066900206,0.07,50,False,,8.0,116061.26
TORNTPOWER,Power Utilities - Regulated / Transmission,industry_mode|granular_split,0.92,Utilities,Electric Utilities,,False,0.4973305639671124,0.1475,50,False,,8.0,34207.41
PTC,Power Utilities - Trading / Mixed,industry_mode|granular_split,0.92,Utilities,Electric Utilities,,False,0.4856151132590677,0.115,38,False,,8.0,4274.23
AXISBANK,Private Banks - Large Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.6017027844553111,0.075,50,False,,6.0,390690.27
HDFCBANK,Private Banks - Large Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.3277653293237509,0.155,50,False,,6.0,1429595.23
ICICIBANK,Private Banks - Large Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.1698383545002741,0.15,50,False,,6.0,968809.56
KOTAKBANK,Private Banks - Large Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.383732900865498,0.1675,50,False,,6.0,300838.31
AUBANK,Private Banks - Mid Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.5859963522954857,0.105,50,False,,6.0,56691.37
FEDERALBNK,Private Banks - Mid Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.4450691005934792,0.08,50,False,,6.0,70830.51
IDFCFIRSTB,Private Banks - Mid Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.7182373430772002,0.155,50,False,,6.0,71842.23
INDUSINDBK,Private Banks - Mid Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.3336973734270558,0.1825,50,False,,6.0,59053.59
YESBANK,Private Banks - Mid Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.1496348120294089,0.25,29,True,rank_residual_flag,12.0,67150.87
CUB,Private Banks - Small Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.3170618366011002,0.205,50,False,,6.0,22435.12
KARURVYSYA,Private Banks - Small Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.2219005867325383,0.145,50,False,,6.0,28510.47
RBLBANK,Private Banks - Small Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.4220631972158917,0.145,50,False,,6.0,18456.24
UJJIVANSFB,Private Banks - Small Cap,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.5502393982357162,0.0675,50,False,,6.0,12687.18
DEVYANI,QSR,theme_park_manual,0.94,Consumer Cyclical,Restaurants,,False,0.7911268219765126,0.04,50,False,,6.0,5537.09
JUBLFOOD,QSR,theme_park_manual,0.94,Consumer Cyclical,Restaurants,,False,0.3681406008807399,0.2,50,False,,6.0,19584.0
RBA,QSR,theme_park_manual,0.94,Consumer Cyclical,Restaurants,,False,0.5693777056982403,0.06,50,False,,6.0,3281.18
SAPPHIRE,QSR,theme_park_manual,0.94,Consumer Cyclical,Restaurants,,False,0.7140889312350828,0.065,50,False,,6.0,4533.34
WESTLIFE,QSR,theme_park_manual,0.94,Consumer Cyclical,Restaurants,,False,0.5132288982278249,0.105,50,False,,6.0,3355.61
TEXRAIL,Railways,theme_park_manual,0.94,Industrials,Construction & Engineering,Railway,False,1.0,0.0,50,False,,6.0,2684.7
TITAGARH,Railways & Defence Manufacturing,manual_lock,0.99,Industrials,Commercial Vehicles,Railway,True,1.0,0.0,48,False,,1.0,6620.37
GMDCLTD,Rare Earth,theme_park_manual,0.94,Energy,Coal,Rare Earth,False,1.0,0.0,46,False,,6.0,4778.38
MAHLIFE,Real Estate - Commercial / Leasing,industry_mode|granular_split,0.92,Real Estate,Realty,,False,0.1220400345409426,0.29,50,True,rank_residual_flag,14.0,3729.26
MAXESTATES,Real Estate - Commercial / Leasing,theme_park_manual|granular_split,0.94,,,Real Estate,False,0.3334593614488358,0.1,23,False,,6.0,3449.03
NESCO,Real Estate - Commercial / Leasing,industry_mode|granular_split,0.92,Industrials,Realty,,False,-0.201712470965877,0.27,50,True,rank_divergence_flag;rank_residual_flag,22.0,2522.78
DLF,Real Estate - Residential Developers - Large Cap,theme_park_manual|granular_split,0.94,Real Estate,Realty,Real Estate,False,0.5561950639065498,0.115,50,False,,6.0,40805.75
GODREJPROP,Real Estate - Residential Developers - Large Cap,theme_park_manual|granular_split,0.94,Real Estate,Realty,Real Estate,False,0.7784562172157239,0.055,50,False,,6.0,25108.83
LODHA,Real Estate - Residential Developers - Large Cap,industry_mode|granular_split,0.92,Real Estate,Realty,,False,0.5239767297126018,0.105,50,False,,8.0,27352.79
PRESTIGE,Real Estate - Residential Developers - Large Cap,theme_park_manual|granular_split,0.94,Real Estate,Realty,Real Estate,False,0.6714622595513398,0.1,50,False,,6.0,24583.58
BRIGADE,Real Estate - Residential Developers - Mid Cap,theme_park_manual|granular_split,0.94,Real Estate,Realty,Real Estate,False,0.7007861878767698,0.09,50,False,,6.0,10846.42
OBEROIRLTY,Real Estate - Residential Developers - Mid Cap,theme_park_manual|granular_split,0.94,Real Estate,Realty,Real Estate,False,0.410138615388303,0.075,50,False,,6.0,17511.4
SOBHA,Real Estate - Residential Developers - Mid Cap,theme_park_manual|granular_split,0.94,Real Estate,Realty,Real Estate,False,0.5356131015572687,0.1075,50,False,,6.0,7310.2
ABREL,Real Estate - Residential Developers - Small Cap,theme_park_manual|granular_split,0.94,,,Real Estate,False,0.6395459523982009,0.215,23,False,,6.0,7038.75
ARVSMART,Real Estate - Residential Developers - Small Cap,industry_mode|granular_split,0.92,Real Estate,Realty,,False,0.1850069584216752,0.14,50,False,,8.0,1231.04
SHRIRAMPPS,Real Estate - Residential Developers - Small Cap,industry_mode|granular_split,0.78,Real Estate,Realty,,False,-0.0681785699845526,0.195,31,True,rank_divergence_flag,30.0,912.96
SIGNATURE,Real Estate - Residential Developers - Small Cap,theme_park_manual|granular_split,0.94,Real Estate,Realty,Real Estate,False,0.6868408967127985,0.0675,32,False,,6.0,3846.39
GRAVITA,Recyclers,theme_park_manual,0.94,Industrials,Other Non-Ferrous Metals,Recyclers,False,1.0,0.0,38,False,,6.0,5225.74
BPCL,Refineries/Petro-Products,industry_mode,0.92,Energy,Refineries/Petro-Products,,False,0.6094193046588354,0.0425,50,False,,8.0,74366.87
CHENNPETRO,Refineries/Petro-Products,industry_mode,0.92,Energy,Refineries/Petro-Products,,False,0.639508727535743,0.11,40,False,,8.0,4219.64
HINDPETRO,Refineries/Petro-Products,industry_mode,0.92,Energy,Refineries/Petro-Products,,False,0.5072809387152799,0.09,50,False,,8.0,40995.92
MRPL,Refineries/Petro-Products,industry_mode,0.92,Energy,Refineries/Petro-Products,,False,0.3773562810656327,0.13,47,False,,8.0,3537.19
RELIANCE,Refineries/Petro-Products,industry_mode,0.92,Energy,Refineries/Petro-Products,,False,0.6255958761016769,0.0575,50,False,,8.0,943361.16
ACMESOLAR,Renewables & Energy Transition,legacy_fallback|first_principles_high,0.88,,,,False,0.2519677941604525,0.1425,14,True,low_fundamental_confidence;legacy_fallback_needs_validation,75.0,2283.86
EMMVEE,Renewables & Energy Transition,legacy_fallback|first_principles_high,0.88,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation,75.0,2650.89
ENRIN,Renewables & Energy Transition,legacy_fallback|first_principles_high,0.88,,,,False,,,3,True,low_fundamental_confidence;legacy_fallback_needs_validation,75.0,22075.08
NTPCGREEN,Renewables & Energy Transition,legacy_fallback|first_principles_high,0.88,,,,False,0.0777384484807583,0.31,13,True,low_fundamental_confidence;legacy_fallback_needs_validation;rank_residual_flag,81.0,7983.26
QPOWER,Renewables & Energy Transition,legacy_fallback|first_principles_high,0.88,,,,False,0.93733940429502,0.06,9,True,low_fundamental_confidence;legacy_fallback_needs_validation,75.0,1349.5
SAATVIKGL,Renewables & Energy Transition,legacy_fallback|first_principles_high,0.88,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation,75.0,1198.88
SUZLON,Renewables & Energy Transition,theme_park_manual|first_principles_high,0.94,Industrials,Heavy Electrical Equipment,Wind,False,0.6301009804383693,0.0,48,False,,6.0,57237.59
TRUALT,Renewables & Energy Transition,legacy_fallback|first_principles_high,0.88,,,,False,,,0,True,low_fundamental_confidence;legacy_fallback_needs_validation,75.0,964.84
PREMIERENE,Renewables - Solar,theme_park_manual,0.94,,,Solar,False,0.6540129650283574,0.16,18,False,,6.0,11758.73
VIKRAMSOLR,Renewables - Solar,theme_park_manual,0.94,,,Solar,False,,,0,False,,6.0,2730.77
WAAREEENER,Renewables - Solar,theme_park_manual,0.94,,,Solar,False,0.7484352798003845,0.175,15,False,,6.0,28694.11
INOXGREEN,Renewables - Wind,theme_park_manual,0.94,Utilities,Electric Utilities,Wind,False,0.5261334887609904,0.08,50,False,,6.0,3084.86
INOXWIND,Renewables - Wind,theme_park_manual,0.94,Industrials,Electric Utilities,Wind,False,0.5922628479421015,0.055,44,False,,6.0,10410.08
AVL,Retail,theme_park_manual,0.94,Consumer Cyclical,Specialty Retail,Retail,False,0.7408883391513156,0.005,39,False,,6.0,3406.16
TRENT,Retail,theme_park_manual,0.94,Consumer Cyclical,Department Stores,Retail,False,0.2960349427636218,0.215,50,False,,6.0,84782.13
V2RETAIL,Retail,theme_park_manual,0.94,Consumer Cyclical,Department Stores,Retail,False,0.1104032229732979,0.21,25,False,,6.0,3538.75
VMART,Retail,theme_park_manual,0.94,Consumer Cyclical,Department Stores,Retail,False,0.2462172692004923,0.28,50,True,rank_residual_flag,12.0,2804.85
VMM,Retail,theme_park_manual,0.94,,,Retail,False,0.6669404315034481,0.04,11,False,,6.0,27014.35
ASHOKA,Roads & Highways,industry_mode,0.92,Industrials,Roads & Highways,,False,0.6546950914127867,0.1475,50,False,,8.0,1903.75
GRINFRA,Roads & Highways,industry_mode,0.92,Industrials,Roads & Highways,,False,0.0204318599232375,0.0825,50,False,,8.0,2374.07
IRB,Roads & Highways,industry_mode,0.92,Industrials,Roads & Highways,,False,0.7012385772268711,0.08,50,False,,8.0,17459.04
PNCINFRA,Roads & Highways,industry_mode,0.92,Industrials,Roads & Highways,,False,0.6347259371778468,0.085,50,False,,8.0,2459.65
GESHIP,Shipping,theme_park_manual,0.94,Industrials,Shipping,Shipping,False,1.0,0.0,50,False,,6.0,12008.46
GLOBUSSPR,Sin Stocks,theme_park_manual,0.94,Consumer Defensive,Breweries & Distilleries,Sin Stocks,False,0.488446766559149,0.1925,50,False,,6.0,1328.14
GODFRYPHLP,Sin Stocks,theme_park_manual,0.94,Consumer Defensive,Cigarettes-Tobacco Products,Sin Stocks,False,0.1722663593090989,0.18,50,False,,6.0,8705.01
UBL,Sin Stocks,theme_park_manual,0.94,Consumer Defensive,Breweries & Distilleries,Sin Stocks,False,0.759928643713977,0.07,50,False,,6.0,11319.84
UNITDSPR,Sin Stocks,theme_park_manual,0.94,Consumer Defensive,Breweries & Distilleries,Sin Stocks,False,0.6846981113174495,0.08,29,False,,6.0,42927.72
FLUOROCHEM,Specialty Chem - Fluoro & Refrigerants,theme_park_manual|granular_split,0.94,Basic Materials,Specialty Chemicals,Chemicals,False,0.1892779864317164,0.12,50,False,,6.0,12913.47
NAVINFLUOR,Specialty Chem - Fluoro & Refrigerants,theme_park_manual|granular_split,0.94,Basic Materials,Commodity Chemicals,Chemicals,False,0.5141617098414597,0.28,50,True,rank_residual_flag,12.0,22779.81
SRF,Specialty Chem - Fluoro & Refrigerants,theme_park_manual|granular_split,0.94,Basic Materials,Specialty Chemicals,Chemicals,False,0.478504671989318,0.15,50,False,,6.0,41546.85
TATVA,Specialty Chem - Fluoro & Refrigerants,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,-0.0190255465308362,0.2475,44,True,rank_divergence_flag;rank_residual_flag,22.0,754.96
VINATIORGA,Specialty Chem - Fluoro & Refrigerants,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.5811676261663432,0.0875,50,False,,8.0,4068.76
AARTIIND,Specialty Chem - Intermediates & Agro,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.400478886250997,0.185,50,False,,8.0,7807.8
AETHER,Specialty Chem - Intermediates & Agro,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.164324461831425,0.16,50,False,,8.0,3324.72
ATUL,Specialty Chem - Intermediates & Agro,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.6029816439626808,0.1,50,False,,8.0,10047.98
DCMSHRIRAM,Specialty Chem - Intermediates & Agro,industry_mode|granular_split,0.78,Basic Materials,Specialty Chemicals,,False,0.0934745397399229,0.115,50,False,,22.0,6137.86
EPIGRAL,Specialty Chem - Intermediates & Agro,theme_park_manual|granular_split,0.94,,,Chemicals,False,0.1945329066863605,0.245,23,True,rank_residual_flag,12.0,1402.67
PIIND,Specialty Chem - Intermediates & Agro,theme_park_manual|granular_split,0.94,Basic Materials,Agrochemicals,Chemicals,False,0.2583124157578162,0.1075,50,False,,6.0,26117.79
VISHNU,Specialty Chem - Intermediates & Agro,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.1445320039077602,0.17,45,False,,8.0,1089.42
BASF,Specialty Chem - Materials & Formulations,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.3180153331420627,0.2575,50,True,rank_residual_flag,14.0,4210.09
CHEMPLASTS,Specialty Chem - Materials & Formulations,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.0979051934146071,0.14,50,False,,8.0,1851.36
CLEAN,Specialty Chem - Materials & Formulations,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.3310560854269529,0.1,50,False,,8.0,4494.57
FINEORG,Specialty Chem - Materials & Formulations,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.3284563026838943,0.0625,50,False,,8.0,3258.66
GALAXYSURF,Specialty Chem - Materials & Formulations,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.2434194077742583,0.11,50,False,,8.0,1875.78
NEOGEN,Specialty Chem - Materials & Formulations,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.0520530830562032,0.265,48,True,rank_residual_flag,14.0,1554.84
PIDILITIND,Specialty Chem - Materials & Formulations,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.149695431650888,0.135,50,False,,8.0,44694.35
PRIVISCL,Specialty Chem - Materials & Formulations,industry_mode|granular_split,0.92,Basic Materials,Specialty Chemicals,,False,0.1474651288514051,0.25,50,True,rank_residual_flag,14.0,4327.8
SUDARSCHEM,Specialty Chem - Materials & Formulations,theme_park_manual|granular_split,0.94,Basic Materials,Specialty Chemicals,Chemicals,False,0.1846904900450364,0.2425,50,True,rank_residual_flag,12.0,6500.5
LANDMARK,Specialty Retail,industry_mode,0.92,Consumer Cyclical,Specialty Retail,,False,0.4997733774416836,0.15,50,False,,8.0,813.49
MANYAVAR,Specialty Retail,industry_mode,0.92,Consumer Cyclical,Specialty Retail,,False,0.2591077200791336,0.075,50,False,,8.0,2967.34
PVRINOX,Specialty Retail,industry_mode,0.78,Communication Services,Specialty Retail,,False,0.7748171299689441,0.0,49,False,,22.0,6937.58
JINDALSTEL,Steel,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Steel,False,0.8077646226869405,0.0825,50,False,,6.0,43247.44
JSWSTEEL,Steel,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Steel,False,0.7113203832354237,0.09,50,False,,6.0,162353.64
SAIL,Steel,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Steel,False,0.7761030213450454,0.105,50,False,,6.0,21838.89
TATASTEEL,Steel,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Steel,False,0.5587765413581589,0.055,50,False,,6.0,161051.26
RATNAMANI,Steel - Pipes & Tubes,industry_mode|granular_split,0.92,Basic Materials,Iron & Steel/Interm.Products,,False,0.1114409324681071,0.1,50,False,,8.0,6257.58
SURYAROSNI,Steel - Pipes & Tubes,industry_mode|granular_split,0.92,Basic Materials,Iron & Steel Products,,False,0.2505823775988339,0.14,38,False,,8.0,1995.31
VENUSPIPES,Steel - Pipes & Tubes,industry_mode|granular_split,0.92,Basic Materials,Iron & Steel Products,,False,0.1435839315879379,0.195,50,False,,8.0,1100.95
GPIL,Steel - Primary / Long Products,industry_mode|granular_split,0.92,Basic Materials,Iron & Steel/Interm.Products,,False,0.1789218073337389,0.17,40,False,,8.0,6077.53
HITECH,Steel - Primary / Long Products,industry_mode|granular_split,0.92,Basic Materials,Iron & Steel Products,,False,0.0248125601958893,0.2,50,False,,8.0,853.31
IMFA,Steel - Primary / Long Products,industry_mode|granular_split,0.92,Basic Materials,Iron & Steel/Interm.Products,,False,-0.0143283209643715,0.22,38,True,rank_divergence_flag,16.0,2598.6
KIRLFER,Steel - Primary / Long Products,industry_mode|granular_split,0.92,Industrials,Iron & Steel/Interm.Products,,False,0.4433588683222191,0.095,48,False,,8.0,3631.25
KSL,Steel - Primary / Long Products,industry_mode|granular_split,0.92,Basic Materials,Iron & Steel/Interm.Products,,False,0.3087070172884871,0.1225,50,False,,8.0,1096.23
NSLNISP,Steel - Primary / Long Products,industry_mode|granular_split,0.92,Basic Materials,Iron & Steel/Interm.Products,,False,0.1581215585957944,0.27,43,True,rank_residual_flag,14.0,4868.98
TIIL,Steel - Primary / Long Products,industry_mode|granular_split,0.92,Industrials,Iron & Steel Products,,False,0.2410672168045845,0.205,38,False,,8.0,1163.46
JSL,Steel - Stainless / Specialty,industry_mode|granular_split,0.92,Basic Materials,Iron & Steel/Interm.Products,,False,0.3161238544474025,0.195,50,False,,8.0,26295.83
MAHSEAMLES,Steel - Stainless / Specialty,industry_mode|granular_split,0.92,Basic Materials,Iron & Steel/Interm.Products,,False,0.1833271954293466,0.15,49,False,,8.0,2105.75
MIDHANI,Steel - Stainless / Specialty,industry_mode|granular_split,0.78,Basic Materials,Iron & Steel Products,,False,0.2570139742994005,0.175,50,False,,22.0,1827.78
CENTUM,Technology - Diversified,industry_mode|tiny_to_sector,0.65,Technology,Electronic Components,,False,0.2234513475259635,0.065,48,True,low_fundamental_confidence,35.0,1817.07
CYIENTDLM,Technology - Diversified,industry_mode|tiny_to_sector,0.65,Technology,Electronic Components,,False,-0.2692511702550596,0.365,32,True,low_fundamental_confidence;rank_divergence_flag;rank_residual_flag,49.0,1417.84
FSL,Technology - Diversified,industry_mode|tiny_to_sector,0.65,Technology,BPO/KPO,,False,0.4581358522366662,0.145,50,True,low_fundamental_confidence,35.0,10471.25
OPTIEMUS,Technology - Diversified,industry_mode|tiny_to_sector,0.65,Technology,Telecom Equipment,,False,0.2344270588426615,0.15,38,True,low_fundamental_confidence,35.0,993.71
BHARTIARTL,Telecom,theme_park_manual,0.94,Communication Services,Telecom Services,Telecom,False,0.7069284515659736,0.07,50,False,,6.0,605209.65
INDUSTOWER,Telecom,theme_park_manual,0.94,Communication Services,Other Telecom Services,Telecom,False,0.7547303431876546,0.06,47,False,,6.0,57405.99
TATACOMM,Telecom,theme_park_manual,0.94,Communication Services,Other Telecom Services,Telecom,False,0.466379690143511,0.21,50,False,,6.0,18442.31
ARVIND,Textiles,theme_park_manual,0.94,Consumer Cyclical,Textiles,Textile,False,0.3380147266247902,0.1675,50,False,,6.0,4945.78
GARFIBRES,Textiles,industry_mode,0.92,Consumer Cyclical,Textiles,,False,0.1985252642207262,0.16,50,False,,8.0,3041.25
GOKEX,Textiles,industry_mode,0.92,Consumer Cyclical,Textiles,,False,0.4130896736360863,0.1175,50,False,,8.0,3654.56
ICIL,Textiles,industry_mode,0.92,Consumer Cyclical,Textiles,,False,0.2876988144087696,0.16,38,False,,8.0,1921.35
KPRMILL,Textiles,theme_park_manual,0.94,Consumer Cyclical,Textiles,Textile,False,0.3869855961686948,0.1,50,False,,6.0,9653.85
MAYURUNIQ,Textiles,industry_mode,0.92,Consumer Cyclical,Textiles,,False,0.2983538610669929,0.1,50,False,,8.0,921.09
NITINSPIN,Textiles,industry_mode,0.92,Consumer Cyclical,Textiles,,False,0.6182838112386538,0.085,49,False,,8.0,802.65
PGIL,Textiles,theme_park_manual,0.94,,,Textile,False,0.0857937117254376,0.36,23,True,rank_residual_flag,12.0,2782.01
VTL,Textiles,industry_mode,0.92,Consumer Cyclical,Textiles,,False,0.5797524302347764,0.095,50,False,,8.0,4447.92
COALINDIA,Thermal Power,theme_park_manual,0.94,Energy,Coal,,False,0.9072872252932828,0.0275,50,False,,6.0,100114.17
NTPC,Thermal Power,theme_park_manual,0.94,Utilities,Electric Utilities,,False,0.800822313724077,0.0275,50,False,,6.0,168827.02
BLUEDART,Transportation - Logistics,industry_mode,0.92,Industrials,Transportation - Logistics,,False,0.4712848910216509,0.125,50,False,,8.0,3264.89
GATEWAY,Transportation - Logistics,industry_mode,0.92,Industrials,Transportation - Logistics,,False,0.5129218582330791,0.145,50,False,,8.0,1964.5
MAHLOG,Transportation - Logistics,industry_mode,0.92,Industrials,Transportation - Logistics,,False,0.511828977134979,0.16,50,False,,8.0,1448.42
VRLLOG,Transportation - Logistics,industry_mode,0.92,Industrials,Transportation - Logistics,,False,0.2165563740739916,0.1575,50,False,,8.0,1880.44
IRCTC,Travel & Leisure,theme_park_manual,0.94,Industrials,Travel Support Services,Travel,False,0.5077940412103005,0.0,50,False,,6.0,18739.82
IXIGO,Travel & Leisure,theme_park_manual,0.94,,,Travel,False,0.3518650124676971,0.2825,20,True,rank_residual_flag,12.0,9060.1
TBOTEK,Travel & Leisure,theme_park_manual,0.94,,,Travel,False,0.5562459226025759,0.09,20,False,,6.0,8388.27
YATRA,Travel & Leisure,theme_park_manual,0.94,Consumer Cyclical,Travel Support Services,Travel,False,0.4979341818271428,0.125,24,False,,6.0,823.75
APOLLOTYRE,Tyres & Rubber,industry_mode,0.92,Consumer Cyclical,Auto Tyres & Rubber Products,,False,0.6845195446920848,0.06,50,False,,8.0,19701.45
BALKRISIND,Tyres & Rubber,industry_mode,0.92,Consumer Cyclical,Auto Tyres & Rubber Products,,False,0.1920384827838208,0.22,50,False,,8.0,18598.95
CEATLTD,Tyres & Rubber,industry_mode,0.92,Consumer Cyclical,Auto Tyres & Rubber Products,,False,0.397809427850969,0.0925,50,False,,8.0,8026.85
JKTYRE,Tyres & Rubber,industry_mode,0.92,Consumer Cyclical,Auto Tyres & Rubber Products,,False,0.6324074232468722,0.105,38,False,,8.0,7239.97
MRF,Tyres & Rubber,industry_mode,0.92,Consumer Cyclical,Auto Tyres & Rubber Products,,False,0.5152350849527562,0.045,50,False,,8.0,40521.79
GAIL,Utilities (non-Power),industry_mode,0.92,Utilities,Utilities:Non-Electrical,,False,0.5883641070347002,0.145,50,False,,8.0,52954.83
GSPL,Utilities (non-Power),industry_mode,0.92,Utilities,Utilities:Non-Electrical,,False,0.5496503031828857,0.0475,50,False,,8.0,10725.86
GUJGASLTD,Utilities (non-Power),industry_mode,0.92,Utilities,Utilities:Non-Electrical,,False,0.6351643403940515,0.125,50,False,,8.0,11442.14
IGL,Utilities (non-Power),industry_mode,0.92,Utilities,Utilities:Non-Electrical,,False,0.6124519654525793,0.095,50,False,,8.0,13703.62
IONEXCHANG,Utilities (non-Power),industry_mode,0.92,Industrials,Utilities:Non-Electrical,,False,-0.1578163190944885,0.2275,50,True,rank_divergence_flag;rank_residual_flag,22.0,3863.37
MGL,Utilities (non-Power),industry_mode,0.92,Utilities,Utilities:Non-Electrical,,False,0.7623709072370866,0.0525,50,False,,8.0,7017.56
WABAG,Water Infra,theme_park_manual,0.94,Industrials,Utilities:Non-Electrical,Water,False,0.7682932440333922,0.08,42,False,,6.0,5431.1
WELCORP,Water Infra,theme_park_manual,0.94,Basic Materials,Iron & Steel Products,Water,False,0.8060754411620158,0.0725,50,False,,6.0,9667.15
360ONE,Wealth & Distribution,theme_park_manual,0.94,Financial Services,Other Financial Services,Wealth Mgr,False,0.3201989447758878,0.06,50,False,,6.0,43075.85
ANANDRATHI,Wealth & Distribution,theme_park_manual,0.94,Financial Services,Other Financial Services,Wealth Mgr,False,0.3879743702585516,0.16,50,False,,6.0,13643.65
