theme,symbol,role,outlier_score,corr_with_theme_moves,med_abs_resid,rank_volatility,median_rank,obs_months
Alcobev_and_Premium_Discretionary,THANGAMAYL,B,0.3289,0.2648,14.0,15.8011,20.0,17
Alcobev_and_Premium_Discretionary,ETHOSLTD,B,1.8842,0.949,0.0,47.0617,42.0,42
Auto_OEM_Ancillaries_and_Mobility_Manufacturing,FIEMIND,A,-0.8163,0.6341,1.0,13.4164,28.0,18
Auto_OEM_Ancillaries_and_Mobility_Manufacturing,LUMAXTECH,A,-0.5934,0.6064,1.5,14.881,28.0,18
Auto_OEM_Ancillaries_and_Mobility_Manufacturing,ASHOKLEY,Core,-0.3429,0.3937,4.75,12.9173,20.5,14
Auto_OEM_Ancillaries_and_Mobility_Manufacturing,SJS,Core,-0.1604,0.3225,6.0,13.0709,15.0,21
Auto_OEM_Ancillaries_and_Mobility_Manufacturing,EICHERMOT,Core,-0.1604,0.2398,6.0,12.2414,16.0,23
Auto_OEM_Ancillaries_and_Mobility_Manufacturing,AVL,Core,1.5817,-0.1773,10.0,21.6101,24.5,16
Auto_OEM_Ancillaries_and_Mobility_Manufacturing,CRAFTSMAN,B,1.7908,0.0747,14.5,23.0935,38.0,17
Auto_OEM_Ancillaries_and_Mobility_Manufacturing,MSUMI,B,3.4396,0.1123,33.5,26.1877,69.0,18
Metals_Mining_Materials_and_Chemicals,HINDALCO,A,-1.3423,0.7175,3.0,19.6972,29.0,18
Metals_Mining_Materials_and_Chemicals,JSWSTEEL,A,-0.7566,0.7573,8.25,14.6676,21.0,18
Metals_Mining_Materials_and_Chemicals,HEG,A,-0.7288,0.6624,8.25,11.9275,27.5,14
Metals_Mining_Materials_and_Chemicals,TATASTEEL,A,-0.6913,0.8422,7.75,23.6602,33.5,18
Metals_Mining_Materials_and_Chemicals,HINDZINC,Core,-0.3457,-0.079,5.75,11.7328,29.0,14
Metals_Mining_Materials_and_Chemicals,VEDL,Core,0.2487,0.642,14.0,17.4281,32.0,17
Metals_Mining_Materials_and_Chemicals,UPL,Core,0.259,0.5408,11.0,31.0847,34.0,27
Metals_Mining_Materials_and_Chemicals,NAVINFLUOR,Core,0.4098,0.4363,10.5,35.8333,24.0,27
Metals_Mining_Materials_and_Chemicals,APLAPOLLO,B,0.4212,0.1194,10.5,23.3945,37.0,23
Metals_Mining_Materials_and_Chemicals,GMDCLTD,B,0.9631,-0.3732,9.75,29.6328,22.5,14
Metals_Mining_Materials_and_Chemicals,HINDCOPPER,B,2.8005,0.3773,27.5,31.9142,52.0,23
Metals_Mining_Materials_and_Chemicals,AIAENG,B,4.0614,0.3285,37.0,26.0318,75.0,17
Industrial_Tech_EMS_and_Power_Equipment,WAAREEENER,A,-0.6671,0.5497,8.5,9.2892,21.0,10
Industrial_Tech_EMS_and_Power_Equipment,SENORES,A,-0.3807,,9.25,9.9216,9.5,8
Industrial_Tech_EMS_and_Power_Equipment,GVT&D,A,-0.3728,0.4136,7.5,21.7089,7.0,27
Industrial_Tech_EMS_and_Power_Equipment,PGIL,Core,-0.3037,0.5697,11.25,13.3963,19.0,18
Industrial_Tech_EMS_and_Power_Equipment,SHAILY,Core,-0.2348,0.3472,10.0,8.0829,5.0,27
Industrial_Tech_EMS_and_Power_Equipment,POWERINDIA,Core,-0.0538,0.924,4.75,97.0506,13.0,34
Industrial_Tech_EMS_and_Power_Equipment,SYRMA,Core,0.3223,0.5249,14.25,25.5587,35.0,18
Industrial_Tech_EMS_and_Power_Equipment,AVALON,B,0.6075,0.1752,12.5,25.7427,28.0,23
Industrial_Tech_EMS_and_Power_Equipment,ADANIPOWER,B,3.2258,-0.4358,28.25,22.9928,55.0,18
Industrial_Tech_EMS_and_Power_Equipment,MTARTECH,B,4.681,0.0736,45.5,32.3043,66.0,18
Healthcare_Pharma_Diagnostics_and_HealthTech,SAILIFE,A,-0.6469,,3.25,8.7883,19.5,8
Healthcare_Pharma_Diagnostics_and_HealthTech,THYROCARE,A,-0.4386,0.7326,7.5,16.4422,18.0,21
Healthcare_Pharma_Diagnostics_and_HealthTech,LAURUSLABS,Core,0.0822,0.6078,10.0,19.6894,7.0,21
Healthcare_Pharma_Diagnostics_and_HealthTech,TORNTPHARM,Core,0.3814,0.0883,3.5,6.59,22.5,14
Healthcare_Pharma_Diagnostics_and_HealthTech,SAGILITY,Core,0.3995,0.5959,15.0,19.3225,30.0,9
Healthcare_Pharma_Diagnostics_and_HealthTech,ASTERDM,Core,0.6676,0.5429,13.5,27.1088,21.0,27
Healthcare_Pharma_Diagnostics_and_HealthTech,METROPOLIS,B,1.6255,0.2014,22.0,18.0541,38.0,21
Healthcare_Pharma_Diagnostics_and_HealthTech,ACUTAAS,B,4.0493,0.9962,5.25,180.4898,60.0,42
Tech_Telecom_and_Digital_Platforms,COFORGE,A,-0.623,0.6133,5.5,20.9246,24.0,27
Tech_Telecom_and_Digital_Platforms,BHARTIARTL,A,-0.5693,0.3284,6.0,7.6217,15.0,17
Tech_Telecom_and_Digital_Platforms,ECLERX,Core,-0.2747,0.2284,6.5,14.4029,28.0,18
Tech_Telecom_and_Digital_Platforms,ETERNAL,Core,0.3837,0.1478,16.5,12.6334,16.0,23
Tech_Telecom_and_Digital_Platforms,PAYTM,B,0.4051,0.5071,15.0,35.7505,15.0,27
Tech_Telecom_and_Digital_Platforms,IDEA,B,4.1475,-0.0102,68.0,33.1778,89.0,17
Transport_Logistics_and_Travel_Platforms,ADANIPORTS,A,-1.7219,0.6787,0.0,20.0221,34.0,17
Transport_Logistics_and_Travel_Platforms,IXIGO,A,-0.4252,0.6727,12.0,14.6551,24.0,15
Transport_Logistics_and_Travel_Platforms,CARTRADE,Core,-0.2023,0.6911,13.0,21.8601,10.0,27
Transport_Logistics_and_Travel_Platforms,DELHIVERY,B,5.5576,0.2384,15.5,33.5211,71.0,21
Transport_Logistics_and_Travel_Platforms,GESHIP,B,15.5119,-0.4497,38.0,25.8587,70.0,14
