symbol,theme_id,theme_label,theme_family,membership_type,assignment_order,fit_score,corr_with_theme_moves,med_abs_resid,fit_overlap_months,sector_mode,industry_mode,primary_theme_id
ICICIPRULI,IND::Life Insurance,Life Insurance,Life Insurance,primary,1,1.0,,,,Financial Services,Life Insurance,IND::Life Insurance
ICIL,IND::Textiles,Textiles,Textiles,primary,1,1.0,,,,Consumer Cyclical,Textiles,IND::Textiles
ICRA,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,Financial Services,Other Financial Services,IND::Other Financial Services
IDBI,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
IDEA,IND::Telecom Services,Telecom Services,Telecom Services,primary,1,1.0,,,,,,IND::Banks::B::B
IDFCFIRSTB,IND::Banks::A,Banks · Group 2,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::A
IDFCFIRSTB,IND::Banks::B::A,Banks · Group 3,Banks,secondary,2,0.3556,0.5091,0.105,50.0,Financial Services,Banks,IND::Banks::A
IEX,IND::Exchange,Exchange,Exchange,primary,1,1.0,,,,Financial Services,Exchange,IND::Exchange
IFBIND,IND::Household Appliances,Household Appliances,Household Appliances,primary,1,1.0,,,,Consumer Cyclical,Household Appliances,IND::Household Appliances
IGIL,UNCLASSIFIED::B::B::A::A::A,Cross-Sector · Group 8,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::A
IGL,IND::Utilities:Non-Electrical,Utilities:non-Electrical,Utilities:non-Electrical,primary,1,1.0,,,,Utilities,Utilities:Non-Electrical,IND::Utilities:Non-Electrical
IIFL,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,Financial Services,Other Financial Services,IND::Other Financial Services
IIFLCAPS,UNCLASSIFIED::B::B::A::A::B,Cross-Sector · Group 5,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
IKS,UNCLASSIFIED::A::A,Cross-Sector · Group 2,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::A
IKS,UNCLASSIFIED::B::B::A::A::A,Cross-Sector · Group 8,Cross-Sector,secondary,2,0.4016,0.5654,0.09,11.0,,,UNCLASSIFIED::A::A
IMFA,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
INDGN,UNCLASSIFIED::B::B::B::A,Cross-Sector · Group 6,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::A
INDHOTEL,IND::Hotels,Hotels,Hotels,primary,1,1.0,,,,Consumer Cyclical,Hotels,IND::Hotels
INDIACEM,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
INDIAGLYCO,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,primary,1,1.0,,,,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
INDIAMART,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Internet Software & Services,IND::Internet Software & Services
INDIANB,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
INDIASHLTR,IND::Housing Finance,Housing Finance,Housing Finance,primary,1,1.0,,,,Financial Services,Housing Finance,IND::Housing Finance
INDIGO,IND::Other Electrical Equipment/Products::A,Other Electrical Equipment / Products · Group 2,Other Electrical Equipment / Products,primary,1,1.0,,,,Industrials,Airlines,IND::Other Electrical Equipment/Products::A
INDIGOPNTS,IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,primary,1,1.0,,,,Basic Materials,Furniture-Furnishing-Paints,IND::Furniture-Furnishing-Paints
INDIQUBE,UNCLASSIFIED::B::B::A::B::B,Cross-Sector · Group 3,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
INDUSINDBK,IND::Banks::A,Banks · Group 2,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::A
INDUSTOWER,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Other Telecom Services,IND::Internet Software & Services
INFY,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
INGERRAND,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::B
INOXGREEN,IND::Electric Utilities::B,Electric Utilities · Group 2,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::B
INOXINDIA,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Industrials,Other Industrial Products,IND::Other Industrial Products
INOXWIND,IND::Electric Utilities::B,Electric Utilities · Group 2,Electric Utilities,primary,1,1.0,,,,Industrials,Electric Utilities,IND::Electric Utilities::B
INTELLECT,IND::IT Software Products,IT Software Products,IT Software Products,primary,1,1.0,,,,,IT Software Products,IND::IT Software Products
INTERARCH,UNCLASSIFIED::B::B::A::A::B,Cross-Sector · Group 5,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
IOC,IND::Oil Marketing & Distribution,Oil Marketing & Distribution,Oil Marketing & Distribution,primary,1,1.0,,,,Energy,Oil Marketing & Distribution,IND::Oil Marketing & Distribution
IONEXCHANG,IND::Utilities:Non-Electrical,Utilities:non-Electrical,Utilities:non-Electrical,primary,1,1.0,,,,Industrials,Utilities:Non-Electrical,IND::Utilities:Non-Electrical
IPCALAB,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
IRB,IND::Roads & Highways,Roads & Highways,Roads & Highways,primary,1,1.0,,,,Industrials,Roads & Highways,IND::Roads & Highways
IRCTC,IND::Travel Support Services,Travel Support Services,Travel Support Services,primary,1,1.0,,,,Industrials,Travel Support Services,IND::Travel Support Services
IRFC,IND::Finance (including NBFCs)::A,Finance (including Nbfcs) · Group 3,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::A
ISGEC,IND::Industrial Machinery::A,Industrial Machinery · Group 1,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::A
ITC,IND::Cigarettes-Tobacco Products,Cigarettes-Tobacco Products,Cigarettes-Tobacco Products,primary,1,1.0,,,,Consumer Defensive,Cigarettes-Tobacco Products,IND::Cigarettes-Tobacco Products
ITCHOTELS,UNCLASSIFIED::B::B::A::A::B,Cross-Sector · Group 5,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
IXIGO,IND::Forest Products,Forest Products,Forest Products,primary,1,1.0,,,,,,IND::Forest Products
J&KBANK,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
JAINREC,UNCLASSIFIED::B::A::B::NoRank::1,Cross-Sector (no Rank) · Group 1,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
JAMNAAUTO,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
JBCHEPHARM,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
JINDALSAW,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Basic Materials,Other Industrial Products,IND::Other Industrial Products
JINDALSTEL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
JIOFIN,IND::Finance (including NBFCs)::A,Finance (including Nbfcs) · Group 3,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::A
JKCEMENT,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
JKLAKSHMI,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
JKPAPER,IND::Paper & Paper Products,Paper & Paper Products,Paper & Paper Products,primary,1,1.0,,,,Basic Materials,Paper & Paper Products,IND::Paper & Paper Products
JKTYRE,IND::Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,Auto Tyres & Rubber Products,primary,1,1.0,,,,Consumer Cyclical,Auto Tyres & Rubber Products,IND::Auto Tyres & Rubber Products
JLHL,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
JMFINANCIL,IND::Holding Companies,Holding Companies,Holding Companies,primary,1,1.0,,,,Financial Services,Holding Companies,IND::Holding Companies
JSL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
JSWCEMENT,UNCLASSIFIED::B::A::B::NoRank::2,Cross-Sector (no Rank) · Group 2,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
JSWENERGY,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,primary,1,1.0,,,,Utilities,Electric Utilities,IND::Electric Utilities::A
JSWHL,UNCLASSIFIED::B::B::B::B,Cross-Sector · Group 7,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::B
JSWINFRA,IND::Marine Port & Services,Marine Port & Services,Marine Port & Services,primary,1,1.0,,,,Industrials,Marine Port & Services,IND::Marine Port & Services
JSWSTEEL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
JTEKTINDIA,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
JUBLFOOD,IND::Restaurants,Restaurants,Restaurants,primary,1,1.0,,,,Consumer Cyclical,Restaurants,IND::Restaurants
JUBLINGREA,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
JUBLPHARMA,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
JUNIPER,UNCLASSIFIED::B::B::B::A,Cross-Sector · Group 6,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::A
JUSTDIAL,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Communication Services,Internet Software & Services,IND::Internet Software & Services
JYOTHYLAB,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,Consumer Defensive,Personal Products,IND::Personal Products
JYOTICNC,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::B
KAJARIACER,IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,primary,1,1.0,,,,Industrials,Furniture-Furnishing-Paints,IND::Furniture-Furnishing-Paints
KALYANKJIL,IND::Gems & Jewellery,Gems & Jewellery,Gems & Jewellery,primary,1,1.0,,,,Consumer Cyclical,Gems & Jewellery,IND::Gems & Jewellery
KANSAINER,IND::Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,Furniture-Furnishing-Paints,primary,1,1.0,,,,Basic Materials,Furniture-Furnishing-Paints,IND::Furniture-Furnishing-Paints
KARURVYSYA,IND::Banks::B::A,Banks · Group 3,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::A
KAYNES,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,primary,1,1.0,,,,Industrials,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::B
KEC,IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment · Group 2,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::B
KEI,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,primary,1,1.0,,,,Industrials,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::B
KEI,IND::Other Electrical Equipment/Products::A,Other Electrical Equipment / Products · Group 2,Other Electrical Equipment / Products,secondary,2,0.3244,0.4575,0.075,50.0,Industrials,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::B
KENNAMET,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Industrials,Other Industrial Products,IND::Other Industrial Products
KFINTECH,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,Technology,Other Financial Services,IND::Other Financial Services
KIMS,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
KINGFA,UNCLASSIFIED::B::A::B,Cross-Sector · Group 1,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
KIRLFER,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Industrials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
KIRLOSBROS,IND::Industrial Machinery::A,Industrial Machinery · Group 1,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::A
KIRLOSENG,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,primary,1,1.0,,,,Industrials,Heavy Electrical Equipment,IND::Heavy Electrical Equipment::A
KIRLPNU,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::B
KKCL,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,primary,1,1.0,,,,Consumer Cyclical,Other Apparels & Accessories,IND::Other Apparels & Accessories
KMEW,IND::Forest Products,Forest Products,Forest Products,primary,1,1.0,,,,,,IND::Forest Products
KNRCON,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
KOTAKBANK,IND::Banks::A,Banks · Group 2,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::A
KOVAI,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
KPIL,IND::Electric Utilities::B,Electric Utilities · Group 2,Electric Utilities,primary,1,1.0,,,,Industrials,Electric Utilities,IND::Electric Utilities::B
KPITTECH,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::A
KPRMILL,IND::Textiles,Textiles,Textiles,primary,1,1.0,,,,Consumer Cyclical,Textiles,IND::Textiles
KRBL,UNCLASSIFIED::B::B::A::A::B,Cross-Sector · Group 5,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
KRN,UNCLASSIFIED::A::A,Cross-Sector · Group 2,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::A
KRSNAA,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
KSB,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::B
KSHINTL,UNCLASSIFIED::B::A::B::NoRank::3,Cross-Sector (no Rank) · Group 3,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
KSL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
KTKBANK,IND::Banks::A,Banks · Group 2,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::A
LALPATHLAB,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
LANDMARK,IND::Specialty Retail,Specialty Retail,Specialty Retail,primary,1,1.0,,,,Consumer Cyclical,Specialty Retail,IND::Specialty Retail
LAOPALA,IND::Houseware,Houseware,Houseware,primary,1,1.0,,,,Consumer Cyclical,Houseware,IND::Houseware
LAURUSLABS,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
LAXMIDENTL,UNCLASSIFIED::B::B::A::A::A,Cross-Sector · Group 8,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::A
LEMONTREE,IND::Hotels,Hotels,Hotels,primary,1,1.0,,,,Consumer Cyclical,Hotels,IND::Hotels
LENSKART,UNCLASSIFIED::B::A::B::NoRank::1,Cross-Sector (no Rank) · Group 1,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
LGBBROSLTD,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
LGEINDIA,UNCLASSIFIED::B::A::B::NoRank::2,Cross-Sector (no Rank) · Group 2,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
LICHSGFIN,IND::Housing Finance,Housing Finance,Housing Finance,primary,1,1.0,,,,Financial Services,Housing Finance,IND::Housing Finance
LICI,IND::Life Insurance,Life Insurance,Life Insurance,primary,1,1.0,,,,Financial Services,Life Insurance,IND::Life Insurance
LINDEINDIA,IND::Iron & Steel Products,Iron & Steel Products,Iron & Steel Products,primary,1,1.0,,,,Basic Materials,Industrial Gases,IND::Iron & Steel Products
LODHA,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
LOTUSDEV,UNCLASSIFIED::B::A::B::NoRank::3,Cross-Sector (no Rank) · Group 3,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
LT,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
LTF,IND::Housing Finance,Housing Finance,Housing Finance,primary,1,1.0,,,,,,IND::Housing Finance
LTFOODS,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Other Agricultural Products,IND::Breweries & Distilleries
LTIM,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
LTTS,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
LUMAXIND,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
LUMAXTECH,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
LUPIN,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
M&M,IND::Cars & Utility Vehicles,Cars & Utility Vehicles,Cars & Utility Vehicles,primary,1,1.0,,,,Consumer Cyclical,Cars & Utility Vehicles,IND::Cars & Utility Vehicles
M&MFIN,IND::Finance (including NBFCs)::B::A,Finance (including Nbfcs) · Group 1,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::A
MAHABANK,IND::Banks::B::B,Banks · Group 1,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::B::B
MAHLIFE,IND::Realty::A,Realty · Group 2,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::A
MAHLOG,IND::Transportation - Logistics,Transportation - Logistics,Transportation - Logistics,primary,1,1.0,,,,Industrials,Transportation - Logistics,IND::Transportation - Logistics
MAHSCOOTER,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Consumer Cyclical,Investment Companies,IND::Consumer Electronics
MAHSEAMLES,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
MANAPPURAM,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
MANKIND,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
MANORAMA,IND::Other Food Products,Other Food Products,Other Food Products,primary,1,1.0,,,,Consumer Defensive,Other Food Products,IND::Other Food Products
MANYAVAR,IND::Specialty Retail,Specialty Retail,Specialty Retail,primary,1,1.0,,,,Consumer Cyclical,Specialty Retail,IND::Specialty Retail
MAPMYINDIA,IND::Internet Software & Services,Internet Software & Services,Internet Software & Services,primary,1,1.0,,,,Technology,Internet Software & Services,IND::Internet Software & Services
MARATHON,UNCLASSIFIED::B::B::A::B::B,Cross-Sector · Group 3,Cross-Sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
MARICO,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,Consumer Defensive,Personal Products,IND::Personal Products
MARKSANS,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
MARUTI,IND::Cars & Utility Vehicles,Cars & Utility Vehicles,Cars & Utility Vehicles,primary,1,1.0,,,,Consumer Cyclical,Cars & Utility Vehicles,IND::Cars & Utility Vehicles
MASFIN,IND::Finance (including NBFCs)::A,Finance (including Nbfcs) · Group 3,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::A
MASTEK,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
MAXESTATES,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,,,IND::Realty::B
MAXHEALTH,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
MAYURUNIQ,IND::Textiles,Textiles,Textiles,primary,1,1.0,,,,Consumer Cyclical,Textiles,IND::Textiles
MAZDOCK,IND::Shipping,Shipping,Shipping,primary,1,1.0,,,,Industrials,Shipping,IND::Shipping
MBEL,UNCLASSIFIED::B::A::B::NoRank::1,Cross-Sector (no Rank) · Group 1,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
MCX,IND::Exchange,Exchange,Exchange,primary,1,1.0,,,,Financial Services,Exchange,IND::Exchange
MEDANTA,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
MEDIASSIST,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
MEDPLUS,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Supplies,IND::Healthcare Facilities
MEESHO,UNCLASSIFIED::B::A::B::NoRank::2,Cross-Sector (no Rank) · Group 2,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
METROBRAND,IND::Footwear,Footwear,Footwear,primary,1,1.0,,,,Consumer Cyclical,Footwear,IND::Footwear
METROPOLIS,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,Healthcare,Healthcare Services,IND::Healthcare Services
MFSL,IND::Life Insurance,Life Insurance,Life Insurance,primary,1,1.0,,,,Financial Services,Life Insurance,IND::Life Insurance
MGL,IND::Utilities:Non-Electrical,Utilities:non-Electrical,Utilities:non-Electrical,primary,1,1.0,,,,Utilities,Utilities:Non-Electrical,IND::Utilities:Non-Electrical
MHRIL,IND::Hotels,Hotels,Hotels,primary,1,1.0,,,,Consumer Cyclical,Hotels,IND::Hotels
MIDHANI,IND::Iron & Steel Products,Iron & Steel Products,Iron & Steel Products,primary,1,1.0,,,,Basic Materials,Iron & Steel Products,IND::Iron & Steel Products
MIDWESTLTD,UNCLASSIFIED::B::A::B::NoRank::3,Cross-Sector (no Rank) · Group 3,Cross-Sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
MINDACORP,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::A
MMFL,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Industrials,Other Industrial Products,IND::Other Industrial Products
MOIL,IND::Mining,Mining,Mining,primary,1,1.0,,,,Basic Materials,Mining,IND::Mining
MOLDTKPAC,IND::Containers & Packaging,Containers & Packaging,Containers & Packaging,primary,1,1.0,,,,Consumer Cyclical,Containers & Packaging,IND::Containers & Packaging
MOTHERSON,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
MOTILALOFS,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,Financial Services,Other Financial Services,IND::Other Financial Services
MPHASIS,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
