Symbol,Theme,source,confidence,sector_mode,industry_mode,debug_theme,locked,rank_move_corr,rank_resid,rank_obs,needs_review,review_reasons,review_priority
MAHABANK,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.4953095131128669,0.06,46,False,,6.0
PNB,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.7488007499526071,0.05,50,False,,6.0
SBIN,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.7207973200004899,0.085,50,False,,6.0
UNIONBANK,PSU Bank,theme_park_manual,0.94,Financial Services,Banks,PSU Bank,False,0.7028607048688852,0.06,50,False,,6.0
BECTORFOOD,Packaged Foods,industry_mode,0.92,Consumer Defensive,Packaged Foods,,False,0.3186745552587722,0.25,50,True,rank_residual_flag,14.0
BIKAJI,Packaged Foods,industry_mode,0.92,Consumer Defensive,Packaged Foods,,False,0.2811633146042169,0.135,50,False,,8.0
BRITANNIA,Packaged Foods,industry_mode,0.92,Consumer Defensive,Packaged Foods,,False,0.4917445128888648,0.08,50,False,,8.0
TATACONSUM,Packaged Foods,industry_mode,0.78,Consumer Defensive,Packaged Foods,,False,0.4666991604803467,0.045,50,False,,22.0
ZYDUSWELL,Packaged Foods,industry_mode,0.92,Consumer Defensive,Packaged Foods,,False,0.3754186274003838,0.055,50,False,,8.0
JKPAPER,Paper & Paper Products,industry_mode,0.92,Basic Materials,Paper & Paper Products,,False,0.7607626604751103,0.055,50,False,,8.0
TCPLPACK,Paper & Paper Products,industry_mode,0.78,Consumer Cyclical,Paper & Paper Products,,False,0.0041649222502151,0.285,50,True,rank_residual_flag,28.0
WSTCSTPAPR,Paper & Paper Products,industry_mode,0.92,Basic Materials,Paper & Paper Products,,False,0.7526908490056236,0.01,50,False,,8.0
HYUNDAI,Passenger Vehicles,theme_park_manual,0.94,,,,False,0.5512159425105831,0.08,15,False,,6.0
M&M,Passenger Vehicles,theme_park_manual,0.94,Consumer Cyclical,Cars & Utility Vehicles,4w,False,0.8239048949361613,0.0575,50,False,,6.0
MARUTI,Passenger Vehicles,theme_park_manual,0.94,Consumer Cyclical,Cars & Utility Vehicles,4w,False,0.8714403346802294,0.0625,50,False,,6.0
BAJAJCON,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.3321508948207673,0.17,49,False,,8.0
COLPAL,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.3982111675059092,0.16,50,False,,8.0
EMAMILTD,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.3983619981542168,0.1275,50,False,,8.0
GILLETTE,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.1527796375507046,0.1575,50,False,,8.0
HINDUNILVR,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.4280317937820311,0.1475,50,False,,8.0
HONASA,Personal Care,industry_mode,0.78,Consumer Defensive,Personal Products,,False,0.30843075930443,0.2,31,False,,22.0
JYOTHYLAB,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.5077521840668234,0.2075,50,False,,8.0
PGHH,Personal Care,industry_mode,0.92,Consumer Defensive,Personal Products,,False,0.4127844481456995,0.08,50,False,,8.0
SHK,Personal Care,industry_mode,0.92,Basic Materials,Personal Products,,False,0.0883867439940354,0.23,39,True,rank_residual_flag,14.0
AARTIDRUGS,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.1154613888640403,0.3175,50,True,rank_residual_flag,14.0
AARTIPHARM,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.2081814664528342,0.15,43,False,,8.0
ABBOTINDIA,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.2599184355022547,0.115,50,False,,8.0
AJANTPHARM,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.5979454001132342,0.115,50,False,,8.0
ALKEM,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.4877216160753904,0.21,50,False,,8.0
AMRUTANJAN,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,-0.123908185341158,0.2175,50,True,rank_divergence_flag,16.0
APLLTD,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.0990593633761831,0.15,50,False,,8.0
ASTRAZEN,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.0858265721185224,0.1475,50,False,,8.0
AUROPHARMA,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.4655258744796603,0.2675,50,True,rank_residual_flag,14.0
BIOCON,Pharmaceuticals,theme_park_manual,0.94,Healthcare,Biotechnology,Pharma,False,0.1898421549411123,0.2125,50,False,,6.0
BLUEJET,Pharmaceuticals,industry_mode,0.78,Healthcare,Pharmaceuticals,,False,0.3098373439380533,0.205,32,False,,22.0
CAPLIPOINT,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.1879944802126456,0.11,41,False,,8.0
CIPLA,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.2713489601454598,0.1075,50,False,,8.0
DIVISLAB,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.3360413649463799,0.135,50,False,,8.0
DRREDDY,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.1981036135703138,0.08,50,False,,8.0
ERIS,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.5264013099531432,0.11,50,False,,8.0
FDC,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.2848573661240016,0.1475,50,False,,8.0
GLAND,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.2040815504016197,0.25,50,True,rank_residual_flag,14.0
GLAXO,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.0291642090753982,0.1725,50,False,,8.0
GLENMARK,Pharmaceuticals,theme_park_manual,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.2746292651568233,0.2275,50,True,rank_residual_flag,12.0
GRANULES,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.2523175545092457,0.1425,50,False,,8.0
GUFICBIO,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.0798424620376449,0.14,38,False,,8.0
HIKAL,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,-0.1177511532594371,0.395,50,True,rank_divergence_flag;rank_residual_flag,22.0
IPCALAB,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.3703513543945858,0.085,50,False,,8.0
JBCHEPHARM,Pharmaceuticals,theme_park_manual,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.0465384837704218,0.155,50,False,,6.0
JUBLINGREA,Pharmaceuticals,theme_park_manual,0.94,Basic Materials,Specialty Chemicals,Pharma,False,0.2766244845389563,0.15,50,False,,6.0
JUBLPHARMA,Pharmaceuticals,theme_park_manual,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.3399194239050071,0.14,36,False,,6.0
LUPIN,Pharmaceuticals,theme_park_manual,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.3795317371918663,0.175,50,False,,6.0
MANKIND,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.1408277019873746,0.1,43,False,,8.0
MARKSANS,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.4059723342246155,0.2,50,False,,8.0
NATCOPHARM,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.2448495883878589,0.17,50,False,,8.0
NEULANDLAB,Pharmaceuticals,industry_mode,0.92,,Pharmaceuticals,,False,-0.0484836474827974,0.22,50,True,rank_divergence_flag,16.0
ORCHPHARMA,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.3813078176947871,0.19,47,False,,8.0
PFIZER,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.2726615546794513,0.23,50,True,rank_residual_flag,14.0
PGHL,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.1584690671255834,0.23,50,True,rank_residual_flag,14.0
PPLPHARMA,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.2863989428639494,0.165,50,False,,8.0
SANOFI,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.1681906640309302,0.135,47,False,,8.0
SHILPAMED,Pharmaceuticals,theme_park_manual,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.1696310415247535,0.225,38,True,rank_residual_flag,12.0
SPARC,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.1580598109970057,0.3975,50,True,rank_residual_flag,14.0
STAR,Pharmaceuticals,theme_park_manual,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.1747117849071264,0.22,50,False,,6.0
SUNPHARMA,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.4938147883572009,0.0875,50,False,,8.0
SUPRIYA,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.0492822709985497,0.2225,48,True,rank_residual_flag,14.0
SYNGENE,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.5047732907455995,0.27,50,True,rank_residual_flag,14.0
TORNTPHARM,Pharmaceuticals,theme_park_manual,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.5879676047732507,0.125,50,False,,6.0
WINDLAS,Pharmaceuticals,industry_mode,0.78,Healthcare,Pharmaceuticals,,False,-0.0249357147809598,0.135,30,True,rank_divergence_flag,30.0
WOCKPHARMA,Pharmaceuticals,theme_park_manual,0.94,Healthcare,Pharmaceuticals,Pharma,False,0.2007800928794382,0.23,38,True,rank_residual_flag,12.0
ZYDUSLIFE,Pharmaceuticals,industry_mode,0.92,Healthcare,Pharmaceuticals,,False,0.1391206621884332,0.175,50,False,,8.0
ASTRAL,Plastic Products,industry_mode,0.92,Industrials,Plastic Products,,False,0.5035401634755855,0.075,50,False,,8.0
FINPIPE,Plastic Products,industry_mode,0.92,Industrials,Plastic Products,,False,0.602735742194397,0.0625,50,False,,8.0
NILKAMAL,Plastic Products,industry_mode,0.92,Consumer Cyclical,Plastic Products,,False,0.3677424067209301,0.145,49,False,,8.0
PRINCEPIPE,Plastic Products,industry_mode,0.92,Industrials,Plastic Products,,False,0.4635697647357465,0.0675,50,False,,8.0
STYRENIX,Plastics,theme_park_manual,0.94,Basic Materials,Specialty Chemicals,Plastics,False,0.5359924083194927,0.105,50,False,,6.0
SUPREMEIND,Plastics,theme_park_manual,0.94,Industrials,Plastic Products,Plastics,False,0.3384249733391928,0.19,50,False,,6.0
TIMETECHNO,Plastics,theme_park_manual,0.94,Consumer Cyclical,Plastic Products,Plastics,False,0.534681074543104,0.02,48,False,,6.0
ABB,Power Equip,theme_park_manual,0.94,Industrials,Heavy Electrical Equipment,,False,0.5320392312065784,0.08,50,False,,6.0
CGPOWER,Power Equip,theme_park_manual,0.94,Industrials,Heavy Electrical Equipment,Power Equip,False,0.5064158478992457,0.0,50,False,,6.0
POWERINDIA,Power Equip,theme_park_manual,0.94,Technology,Heavy Electrical Equipment,Power Equip,False,0.5364544870724217,0.15,50,False,,6.0
BAJEL,Power Equipment & Grid,industry_mode,0.68,Utilities,Heavy Electrical Equipment,,False,0.5489354104871214,0.095,23,True,low_fundamental_confidence,32.0
BHEL,Power Equipment & Grid,industry_mode,0.92,Industrials,Heavy Electrical Equipment,,False,-0.0213897828489883,0.18,50,True,rank_divergence_flag,16.0
GVT&D,Power Equipment & Grid,manual_lock,0.99,,,Power Equip,True,0.4956630664222039,0.5,22,True,rank_residual_flag,7.0
KEC,Power Equipment & Grid,industry_mode,0.92,Industrials,Heavy Electrical Equipment,,False,0.3491824140464269,0.08,50,False,,8.0
KIRLOSENG,Power Equipment & Grid,industry_mode,0.92,Industrials,Heavy Electrical Equipment,,False,0.328192567214944,0.1525,50,False,,8.0
SCHNEIDER,Power Equipment & Grid,industry_mode,0.92,Industrials,Heavy Electrical Equipment,,False,0.4456599078400295,0.0875,50,False,,8.0
SIEMENS,Power Equipment & Grid,industry_mode,0.92,Industrials,Heavy Electrical Equipment,,False,0.5482948245898075,0.0675,50,False,,8.0
TARIL,Power Equipment & Grid,manual_lock,0.99,,,Power Equip,True,0.2408135281679741,0.345,23,True,rank_residual_flag,7.0
TDPOWERSYS,Power Equipment & Grid,industry_mode,0.92,Industrials,Heavy Electrical Equipment,,False,0.0015624284440846,0.1575,50,False,,8.0
THERMAX,Power Equipment & Grid,industry_mode,0.92,Industrials,Heavy Electrical Equipment,,False,0.3473619916702216,0.1275,50,False,,8.0
TRITURBINE,Power Equipment & Grid,industry_mode,0.92,Industrials,Heavy Electrical Equipment,,False,0.4144376519162692,0.12,50,False,,8.0
VOLTAMP,Power Equipment & Grid,industry_mode,0.92,Industrials,Heavy Electrical Equipment,,False,0.083078858661965,0.1175,50,False,,8.0
ADANIENSOL,Power Utilities,industry_mode,0.68,Utilities,Electric Utilities,,False,0.0831322736935499,0.17,27,True,low_fundamental_confidence,32.0
ADANIGREEN,Power Utilities,industry_mode,0.92,Utilities,Electric Utilities,,False,0.2710313337887355,0.24,42,True,rank_residual_flag,14.0
ADANIPOWER,Power Utilities,theme_park_manual,0.94,Utilities,Electric Utilities,Infra,False,0.452543093788626,0.095,44,False,,6.0
CESC,Power Utilities,industry_mode,0.92,Utilities,Electric Utilities,,False,0.50462521807179,0.0925,50,False,,8.0
JSWENERGY,Power Utilities,industry_mode,0.92,Utilities,Electric Utilities,,False,0.3964371211176316,0.15,50,False,,8.0
KPIL,Power Utilities,industry_mode,0.78,Industrials,Electric Utilities,,False,-0.1119262546599393,0.12,48,True,rank_divergence_flag,30.0
NHPC,Power Utilities,industry_mode,0.92,Utilities,Electric Utilities,,False,0.5293898852608723,0.08,50,False,,8.0
NLCINDIA,Power Utilities,industry_mode,0.92,Utilities,Electric Utilities,,False,0.3691997786243299,0.1075,50,False,,8.0
POWERGRID,Power Utilities,industry_mode,0.92,Utilities,Electric Utilities,,False,0.5637372066900206,0.07,50,False,,8.0
PTC,Power Utilities,industry_mode,0.92,Utilities,Electric Utilities,,False,0.4856151132590677,0.115,38,False,,8.0
TATAPOWER,Power Utilities,theme_park_manual,0.94,Utilities,Electric Utilities,,False,0.6275221402295119,0.025,50,False,,6.0
TORNTPOWER,Power Utilities,industry_mode,0.92,Utilities,Electric Utilities,,False,0.4973305639671124,0.1475,50,False,,8.0
AUBANK,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.5859963522954857,0.105,50,False,,6.0
AXISBANK,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.6017027844553111,0.075,50,False,,6.0
CUB,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.3170618366011002,0.205,50,False,,6.0
FEDERALBNK,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.4450691005934792,0.08,50,False,,6.0
HDFCBANK,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.3277653293237509,0.155,50,False,,6.0
ICICIBANK,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.1698383545002741,0.15,50,False,,6.0
IDFCFIRSTB,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.7182373430772002,0.155,50,False,,6.0
INDUSINDBK,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.3336973734270558,0.1825,50,False,,6.0
KARURVYSYA,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.2219005867325383,0.145,50,False,,6.0
KOTAKBANK,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.383732900865498,0.1675,50,False,,6.0
RBLBANK,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.4220631972158917,0.145,50,False,,6.0
UJJIVANSFB,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.5502393982357162,0.0675,50,False,,6.0
YESBANK,Private Banks,theme_park_manual,0.94,Financial Services,Banks,Pvt Banks,False,0.1496348120294089,0.25,29,True,rank_residual_flag,12.0
DEVYANI,QSR,theme_park_manual,0.94,Consumer Cyclical,Restaurants,,False,0.7911268219765126,0.04,50,False,,6.0
JUBLFOOD,QSR,theme_park_manual,0.94,Consumer Cyclical,Restaurants,,False,0.3681406008807399,0.2,50,False,,6.0
RBA,QSR,theme_park_manual,0.94,Consumer Cyclical,Restaurants,,False,0.5693777056982403,0.06,50,False,,6.0
SAPPHIRE,QSR,theme_park_manual,0.94,Consumer Cyclical,Restaurants,,False,0.7140889312350828,0.065,50,False,,6.0
WESTLIFE,QSR,theme_park_manual,0.94,Consumer Cyclical,Restaurants,,False,0.5132288982278249,0.105,50,False,,6.0
TEXRAIL,Railways,theme_park_manual,0.94,Industrials,Construction & Engineering,Railway,False,1.0,0.0,50,False,,6.0
TITAGARH,Railways & Defence Manufacturing,manual_lock,0.99,Industrials,Commercial Vehicles,Railway,True,1.0,0.0,48,False,,1.0
GMDCLTD,Rare Earth,theme_park_manual,0.94,Energy,Coal,Rare Earth,False,1.0,0.0,46,False,,6.0
ABREL,Real Estate,theme_park_manual,0.94,,,Real Estate,False,0.6395459523982009,0.215,23,False,,6.0
ARVSMART,Real Estate,industry_mode,0.92,Real Estate,Realty,,False,0.1850069584216752,0.14,50,False,,8.0
BRIGADE,Real Estate,theme_park_manual,0.94,Real Estate,Realty,Real Estate,False,0.7007861878767698,0.09,50,False,,6.0
DLF,Real Estate,theme_park_manual,0.94,Real Estate,Realty,Real Estate,False,0.5561950639065498,0.115,50,False,,6.0
GODREJPROP,Real Estate,theme_park_manual,0.94,Real Estate,Realty,Real Estate,False,0.7784562172157239,0.055,50,False,,6.0
LODHA,Real Estate,industry_mode,0.92,Real Estate,Realty,,False,0.5239767297126018,0.105,50,False,,8.0
MAHLIFE,Real Estate,industry_mode,0.92,Real Estate,Realty,,False,0.1220400345409426,0.29,50,True,rank_residual_flag,14.0
MAXESTATES,Real Estate,theme_park_manual,0.94,,,Real Estate,False,0.3334593614488358,0.1,23,False,,6.0
NESCO,Real Estate,industry_mode,0.92,Industrials,Realty,,False,-0.201712470965877,0.27,50,True,rank_divergence_flag;rank_residual_flag,22.0
OBEROIRLTY,Real Estate,theme_park_manual,0.94,Real Estate,Realty,Real Estate,False,0.410138615388303,0.075,50,False,,6.0
PRESTIGE,Real Estate,theme_park_manual,0.94,Real Estate,Realty,Real Estate,False,0.6714622595513398,0.1,50,False,,6.0
SHRIRAMPPS,Real Estate,industry_mode,0.78,Real Estate,Realty,,False,-0.0681785699845526,0.195,31,True,rank_divergence_flag,30.0
SIGNATURE,Real Estate,theme_park_manual,0.94,Real Estate,Realty,Real Estate,False,0.6868408967127985,0.0675,32,False,,6.0
SOBHA,Real Estate,theme_park_manual,0.94,Real Estate,Realty,Real Estate,False,0.5356131015572687,0.1075,50,False,,6.0
GRAVITA,Recyclers,theme_park_manual,0.94,Industrials,Other Non-Ferrous Metals,Recyclers,False,1.0,0.0,38,False,,6.0
BPCL,Refineries/Petro-Products,industry_mode,0.92,Energy,Refineries/Petro-Products,,False,0.6094193046588354,0.0425,50,False,,8.0
CHENNPETRO,Refineries/Petro-Products,industry_mode,0.92,Energy,Refineries/Petro-Products,,False,0.639508727535743,0.11,40,False,,8.0
HINDPETRO,Refineries/Petro-Products,industry_mode,0.92,Energy,Refineries/Petro-Products,,False,0.5072809387152799,0.09,50,False,,8.0
MRPL,Refineries/Petro-Products,industry_mode,0.92,Energy,Refineries/Petro-Products,,False,0.3773562810656327,0.13,47,False,,8.0
RELIANCE,Refineries/Petro-Products,industry_mode,0.92,Energy,Refineries/Petro-Products,,False,0.6255958761016769,0.0575,50,False,,8.0
PREMIERENE,Renewables - Solar,theme_park_manual,0.94,,,Solar,False,0.6540129650283574,0.16,18,False,,6.0
VIKRAMSOLR,Renewables - Solar,theme_park_manual,0.94,,,Solar,False,,,0,False,,6.0
WAAREEENER,Renewables - Solar,theme_park_manual,0.94,,,Solar,False,0.7484352798003845,0.175,15,False,,6.0
INOXGREEN,Renewables - Wind,theme_park_manual,0.94,Utilities,Electric Utilities,Wind,False,0.5261334887609904,0.08,50,False,,6.0
INOXWIND,Renewables - Wind,theme_park_manual,0.94,Industrials,Electric Utilities,Wind,False,0.5922628479421015,0.055,44,False,,6.0
SUZLON,Renewables - Wind,theme_park_manual,0.94,Industrials,Heavy Electrical Equipment,Wind,False,0.6301009804383693,0.0,48,False,,6.0
AVL,Retail,theme_park_manual,0.94,Consumer Cyclical,Specialty Retail,Retail,False,0.7408883391513156,0.005,39,False,,6.0
TRENT,Retail,theme_park_manual,0.94,Consumer Cyclical,Department Stores,Retail,False,0.2960349427636218,0.215,50,False,,6.0
V2RETAIL,Retail,theme_park_manual,0.94,Consumer Cyclical,Department Stores,Retail,False,0.1104032229732979,0.21,25,False,,6.0
VMART,Retail,theme_park_manual,0.94,Consumer Cyclical,Department Stores,Retail,False,0.2462172692004923,0.28,50,True,rank_residual_flag,12.0
VMM,Retail,theme_park_manual,0.94,,,Retail,False,0.6669404315034481,0.04,11,False,,6.0
ASHOKA,Roads & Highways,industry_mode,0.92,Industrials,Roads & Highways,,False,0.6546950914127867,0.1475,50,False,,8.0
GRINFRA,Roads & Highways,industry_mode,0.92,Industrials,Roads & Highways,,False,0.0204318599232375,0.0825,50,False,,8.0
IRB,Roads & Highways,industry_mode,0.92,Industrials,Roads & Highways,,False,0.7012385772268711,0.08,50,False,,8.0
PNCINFRA,Roads & Highways,industry_mode,0.92,Industrials,Roads & Highways,,False,0.6347259371778468,0.085,50,False,,8.0
GESHIP,Shipping,theme_park_manual,0.94,Industrials,Shipping,Shipping,False,1.0,0.0,50,False,,6.0
GLOBUSSPR,Sin Stocks,theme_park_manual,0.94,Consumer Defensive,Breweries & Distilleries,Sin Stocks,False,0.488446766559149,0.1925,50,False,,6.0
GODFRYPHLP,Sin Stocks,theme_park_manual,0.94,Consumer Defensive,Cigarettes-Tobacco Products,Sin Stocks,False,0.1722663593090989,0.18,50,False,,6.0
UBL,Sin Stocks,theme_park_manual,0.94,Consumer Defensive,Breweries & Distilleries,Sin Stocks,False,0.759928643713977,0.07,50,False,,6.0
UNITDSPR,Sin Stocks,theme_park_manual,0.94,Consumer Defensive,Breweries & Distilleries,Sin Stocks,False,0.6846981113174495,0.08,29,False,,6.0
AARTIIND,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.400478886250997,0.185,50,False,,8.0
AETHER,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.164324461831425,0.16,50,False,,8.0
ATHERENERG,Specialty Chemicals,theme_park_manual,0.94,,,,False,,,6,False,,6.0
ATUL,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.6029816439626808,0.1,50,False,,8.0
BASF,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.3180153331420627,0.2575,50,True,rank_residual_flag,14.0
CHEMPLASTS,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.0979051934146071,0.14,50,False,,8.0
CLEAN,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.3310560854269529,0.1,50,False,,8.0
DCMSHRIRAM,Specialty Chemicals,industry_mode,0.78,Basic Materials,Specialty Chemicals,,False,0.0934745397399229,0.115,50,False,,22.0
EPIGRAL,Specialty Chemicals,theme_park_manual,0.94,,,Chemicals,False,0.1945329066863605,0.245,23,True,rank_residual_flag,12.0
FINEORG,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.3284563026838943,0.0625,50,False,,8.0
FLUOROCHEM,Specialty Chemicals,theme_park_manual,0.94,Basic Materials,Specialty Chemicals,Chemicals,False,0.1892779864317164,0.12,50,False,,6.0
GALAXYSURF,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.2434194077742583,0.11,50,False,,8.0
NAVINFLUOR,Specialty Chemicals,theme_park_manual,0.94,Basic Materials,Commodity Chemicals,Chemicals,False,0.5141617098414597,0.28,50,True,rank_residual_flag,12.0
NEOGEN,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.0520530830562032,0.265,48,True,rank_residual_flag,14.0
PIDILITIND,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.149695431650888,0.135,50,False,,8.0
PIIND,Specialty Chemicals,theme_park_manual,0.94,Basic Materials,Agrochemicals,Chemicals,False,0.2583124157578162,0.1075,50,False,,6.0
PRIVISCL,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.1474651288514051,0.25,50,True,rank_residual_flag,14.0
SRF,Specialty Chemicals,theme_park_manual,0.94,Basic Materials,Specialty Chemicals,Chemicals,False,0.478504671989318,0.15,50,False,,6.0
SUDARSCHEM,Specialty Chemicals,theme_park_manual,0.94,Basic Materials,Specialty Chemicals,Chemicals,False,0.1846904900450364,0.2425,50,True,rank_residual_flag,12.0
TATVA,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,-0.0190255465308362,0.2475,44,True,rank_divergence_flag;rank_residual_flag,22.0
VINATIORGA,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.5811676261663432,0.0875,50,False,,8.0
VISHNU,Specialty Chemicals,industry_mode,0.92,Basic Materials,Specialty Chemicals,,False,0.1445320039077602,0.17,45,False,,8.0
LANDMARK,Specialty Retail,industry_mode,0.92,Consumer Cyclical,Specialty Retail,,False,0.4997733774416836,0.15,50,False,,8.0
MANYAVAR,Specialty Retail,industry_mode,0.92,Consumer Cyclical,Specialty Retail,,False,0.2591077200791336,0.075,50,False,,8.0
PVRINOX,Specialty Retail,industry_mode,0.78,Communication Services,Specialty Retail,,False,0.7748171299689441,0.0,49,False,,22.0
JINDALSTEL,Steel,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Steel,False,0.8077646226869405,0.0825,50,False,,6.0
JSWSTEEL,Steel,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Steel,False,0.7113203832354237,0.09,50,False,,6.0
SAIL,Steel,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Steel,False,0.7761030213450454,0.105,50,False,,6.0
TATASTEEL,Steel,theme_park_manual,0.94,Basic Materials,Iron & Steel/Interm.Products,Steel,False,0.5587765413581589,0.055,50,False,,6.0
GPIL,Steel & Ferrous,industry_mode,0.92,Basic Materials,Iron & Steel/Interm.Products,,False,0.1789218073337389,0.17,40,False,,8.0
HITECH,Steel & Ferrous,industry_mode,0.92,Basic Materials,Iron & Steel Products,,False,0.0248125601958893,0.2,50,False,,8.0
IMFA,Steel & Ferrous,industry_mode,0.92,Basic Materials,Iron & Steel/Interm.Products,,False,-0.0143283209643715,0.22,38,True,rank_divergence_flag,16.0
JSL,Steel & Ferrous,industry_mode,0.92,Basic Materials,Iron & Steel/Interm.Products,,False,0.3161238544474025,0.195,50,False,,8.0
KIRLFER,Steel & Ferrous,industry_mode,0.92,Industrials,Iron & Steel/Interm.Products,,False,0.4433588683222191,0.095,48,False,,8.0
