Symbol,sector_mode,sector_obs,sector_mode_share,industry_mode,industry_obs,industry_mode_share,industry_variants,debug_theme,has_sector,has_industry,has_debug
VEDL,Basic Materials,18,1.0,Aluminium and Aluminium Products,18,1.0,1,Metal Mines,True,True,True
VENTIVE,,0,0.0,,0,0.0,0,HOTELS,False,False,True
VENUSPIPES,Basic Materials,27,1.0,Iron & Steel Products,27,1.0,1,,True,True,False
VESUVIUS,Industrials,27,1.0,Other Industrial Goods,27,1.0,1,,True,True,False
VGUARD,Industrials,27,1.0,Other Electrical Equipment/Products,27,1.0,1,,True,True,False
VIJAYA,Healthcare,27,1.0,Healthcare Services,27,1.0,1,Diagnostics,True,True,True
VIKRAMSOLR,,0,0.0,,0,0.0,0,Solar,False,False,True
VINATIORGA,Basic Materials,27,1.0,Specialty Chemicals,27,1.0,1,,True,True,False
VINCOFE,,0,0.0,,0,0.0,0,,False,False,False
VIPIND,Consumer Cyclical,27,1.0,Other Apparels & Accessories,27,1.0,1,,True,True,False
VISHNU,Basic Materials,23,1.0,Specialty Chemicals,23,1.0,1,,True,True,False
VMART,Consumer Cyclical,27,1.0,Department Stores,27,1.0,1,Retail,True,True,True
VMM,,0,0.0,,0,0.0,0,Retail,False,False,True
VOLTAMP,Industrials,27,1.0,Heavy Electrical Equipment,27,1.0,1,,True,True,False
VOLTAS,Industrials,27,1.0,Consumer Electronics,27,1.0,1,AIRCON,True,True,True
VRLLOG,Industrials,27,1.0,Transportation - Logistics,27,1.0,1,,True,True,False
VSTIND,Consumer Defensive,27,1.0,Cigarettes-Tobacco Products,27,1.0,1,,True,True,False
VSTTILLERS,Industrials,27,1.0,Commercial Vehicles,27,1.0,1,,True,True,False
VTL,Consumer Cyclical,27,1.0,Textiles,27,1.0,1,,True,True,False
WAAREEENER,,0,0.0,,0,0.0,0,Solar,False,False,True
WABAG,Industrials,19,1.0,Utilities:Non-Electrical,19,1.0,1,Water,True,True,True
WAKEFIT,,0,0.0,,0,0.0,0,,False,False,False
WELCORP,Basic Materials,27,1.0,Iron & Steel Products,27,0.8148148148148148,2,Water,True,True,True
WENDT,Industrials,27,1.0,Industrial Machinery,27,1.0,1,,True,True,False
WESTLIFE,Consumer Cyclical,27,1.0,Restaurants,27,1.0,1,,True,True,False
WEWORK,,0,0.0,,0,0.0,0,,False,False,False
WHEELS,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
WHIRLPOOL,Consumer Cyclical,27,1.0,Consumer Electronics,27,1.0,1,,True,True,False
WINDLAS,Healthcare,9,1.0,Pharmaceuticals,9,1.0,1,,True,True,False
WIPRO,Technology,27,1.0,IT Consulting & Software,27,1.0,1,,True,True,False
WOCKPHARMA,Healthcare,15,1.0,Pharmaceuticals,15,1.0,1,Pharma,True,True,True
WSTCSTPAPR,Basic Materials,27,1.0,Paper & Paper Products,27,1.0,1,,True,True,False
XPROINDIA,,0,0.0,,0,0.0,0,,False,False,False
YATHARTH,Healthcare,9,1.0,Healthcare Facilities,9,1.0,1,Hospitals,True,True,True
YATRA,Consumer Cyclical,9,1.0,Travel Support Services,9,1.0,1,Travel,True,True,True
YESBANK,Financial Services,6,1.0,Banks,6,1.0,1,Pvt Banks,True,True,True
ZAGGLE,Technology,9,1.0,IT Software Products,9,1.0,1,New Gen,True,True,True
ZEEL,Communication Services,27,1.0,Broadcasting & Cable TV,27,1.0,1,,True,True,False
ZENSARTECH,Technology,27,1.0,IT Consulting & Software,27,1.0,1,,True,True,False
ZENTEC,Industrials,15,1.0,Defence,15,1.0,1,,True,True,False
ZFCVINDIA,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
ZOTA,,0,0.0,,0,0.0,0,,False,False,False
ZYDUSLIFE,Healthcare,27,1.0,Pharmaceuticals,27,1.0,1,,True,True,False
ZYDUSWELL,Consumer Defensive,27,1.0,Packaged Foods,27,1.0,1,,True,True,False
